,AAL,ABBV,ADM,AIG,ALB,AOS,BA,BSX,CAT,CF,COTY,CVX,CXO,D,DHR,DUK,DVN,EOG,FB,FCX,GD,GE,GS,JNJ,LLY,LUV,MCHP,MNST,MOS,MRO,MU,NOV,NRG,PRGO,PXD,QRVO,SWKS,TDG,TSN,UAL,VLO,WFC,XOM
2016-08-23 00:00:00-04:00,35.92,62.16,41.84,59.02,84.17,47.91,134.08,24.12,80.06,23.3,28.24,101.67,134.0,75.84,81.0299,81.44,45.23,91.2,124.36,11.98,152.17,31.24,166.01,119.42,79.55,36.7,61.4,52.457,29.28,16.43,16.18,35.38,12.57,91.55,182.25,56.03,73.78,286.73,75.22,47.49,55.21,48.41,87.72
2016-08-24 00:00:00-04:00,36.17,61.12,41.08,58.92,82.19,47.655,133.3,23.64,83.16,24.05,26.44,102.24,132.4,76.13,80.62,81.57,44.52,89.67,123.5,11.09,152.3,31.24,165.34,118.74,78.43,36.68,61.02,52.313,28.45,16.07,15.505,35.05,12.2,87.83,180.61,57.31,73.3,284.42,75.0,47.61,55.7,48.64,88.03
2016-08-25 00:00:00-04:00,36.73,60.8,42.57,58.96,82.54,47.75,133.02,23.78,82.84,22.73,27.67,101.91,132.08,76.22,80.53,81.76,44.37,90.26,123.9,11.08,152.7,31.23,165.97,118.6,78.03,36.69,61.13,52.49,28.5,16.02,16.2,35.21,12.35,88.46,180.4,57.94,74.33,284.47,75.46,47.53,55.03,48.4,87.5
2016-08-26 00:00:00-04:00,35.75,64.62,40.2,59.02,81.7901,47.66,132.26,23.98,78.78,23.99,26.18,101.34,132.7,74.75,81.21,79.93,44.44,90.19,124.96,10.89,151.6,31.24,166.01,119.05,78.26,36.28,61.58,52.34,27.61,15.96,16.51,34.56,12.255,88.6,179.5,57.61,74.85,284.96,75.1,46.88,55.29,48.52,87.29
2016-08-29 00:00:00-04:00,35.7,60.6,40.62,59.43,82.75,48.305,132.93,24.29,83.1,23.44,26.1,102.04,132.9,75.67,81.84,80.44,45.02,91.12,126.545,10.98,152.86,31.37,166.89,119.935,78.57,36.44,61.6,51.98,27.94,16.0,16.91,34.46,12.52,89.02,182.9056,57.87,75.22,289.29,76.08,46.95,55.64,49.57,87.87
2016-08-30 00:00:00-04:00,36.56,60.27,40.97,59.64,81.72,48.42,130.82,24.21,78.61,26.2,27.27,95.06,132.25,74.95,81.19,79.49,44.439,90.08,125.84,10.55,152.61,31.36,169.46,119.47,77.77,37.18,61.44,51.27,30.45,15.55,16.73,33.86,12.2,90.99,182.82,57.69,74.2,287.17,75.44,50.99,55.81,50.63,87.54
2016-08-31 00:00:00-04:00,36.28,60.22,41.49,59.84,79.96,48.225,129.45,23.82,78.1,25.99,25.63,94.01,129.18,74.15,81.39,79.67,43.33,88.48,126.12,10.28,152.25,31.24,169.41,119.31,77.74,36.87,61.9,51.293,30.06,15.02,16.49,33.53,12.1,90.96,179.04,57.43,74.86,285.2,75.57,50.41,55.34,50.79,87.12
2016-09-01 00:00:00-04:00,35.76,60.15,40.91,59.4,81.28,48.165,129.86,24.34,77.62,24.02,25.73,100.23,130.47,74.03,81.42,79.28,43.69,88.54,126.17,10.34,152.83,31.19,168.47,119.06,77.21,36.58,62.8,51.443,29.17,15.1,16.63,33.03,11.6,91.21,180.22,57.74,75.08,287.33,75.49,50.89,54.28,50.41,86.82
2016-09-02 00:00:00-04:00,36.05,60.24,41.55,59.855,81.97,48.5,131.15,24.26,81.67,24.34,26.415,100.93,131.46,74.75,81.18,80.24,44.265,88.9,126.49,10.48,153.8,31.275,169.17,119.3,76.845,36.89,62.69,51.287,29.495,15.49,16.7,33.5,11.98,90.7301,183.67,57.6,74.63,288.36,76.45,51.09,54.82,50.55,87.4
2016-09-06 00:00:00-04:00,36.95,64.565,43.94,59.43,83.02,47.89,132.96,24.33,78.22,24.07,25.88,102.45,132.53,75.49,79.5,80.95,44.21,94.84,129.71,10.715,154.65,31.06,169.27,119.81,78.52,36.94,62.27,51.29,28.67,15.63,17.01,34.28,12.15,92.06,183.57,56.02,73.01,290.16,76.07,51.15,55.26,49.98,88.6
2016-09-07 00:00:00-04:00,38.24,61.04,41.74,59.37,82.95,47.98,132.65,24.4,83.72,23.95,25.1,102.85,133.56,75.38,79.35,80.53,44.22,94.32,131.05,10.6,153.12,31.06,169.63,119.62,78.61,38.67,60.76,50.723,28.57,15.68,17.16,34.03,12.29,90.43,188.31,55.93,72.05,291.8,75.29,53.69,56.07,49.77,88.23
2016-09-08 00:00:00-04:00,39.345,64.05,41.0,59.04,80.91,48.415,132.9,24.47,79.62,24.36,24.78,104.12,134.17,75.51,78.97,80.8,45.28,95.43,130.26,10.62,152.38,31.03,171.56,119.46,79.88,38.75,60.67,50.707,28.26,16.73,17.45,35.13,12.42,90.71,187.52,55.44,71.43,288.49,74.7,54.365,56.15,49.9,89.05
2016-09-09 00:00:00-04:00,37.98,59.52,39.85,58.68,76.82,45.545,128.54,23.52,76.99,25.0,24.25,101.28,130.48,72.52,77.01,77.96,43.36,91.56,127.11,10.285,149.92,30.12,168.55,118.24,78.24,37.35,58.51,49.173,27.03,15.67,16.81,33.16,11.605,88.73,180.59,52.48,66.77,283.41,72.28,52.45,54.93,48.74,86.845
2016-09-12 00:00:00-04:00,37.84,64.07,40.74,58.99,77.44,46.505,130.07,23.76,81.91,23.94,23.34,95.57,130.76,74.035,78.22,79.29,43.19,92.98,128.69,11.08,151.84,30.49,171.0,119.16,79.07,37.82,59.86,49.433,27.25,15.47,17.15,34.07,11.98,95.25,183.17,53.75,68.34,286.59,73.82,53.25,55.88,48.52,87.29
2016-09-13 00:00:00-04:00,36.88,63.34,39.83,58.23,76.07,45.79,128.74,23.255,76.46,24.01,24.13,99.43,124.52,73.53,76.86,78.78,41.14,89.34,127.22,10.141,150.61,29.84,166.99,117.61,78.47,37.14,59.12,47.97,26.48,14.34,16.74,33.08,10.9701,93.6,176.84,53.92,69.36,281.62,73.37,51.63,55.36,46.95,85.21
2016-09-14 00:00:00-04:00,35.91,59.5,39.81,58.08,75.705,45.845,127.62,23.11,77.21,24.04,24.07,98.43,123.465,73.79,76.44,78.67,40.19,88.46,127.78,9.8,149.89,29.71,166.2,117.88,78.27,36.84,59.41,47.633,25.82,14.015,16.93,32.32,10.89,92.97,176.34,55.11,72.4,281.35,73.07,51.01,54.58,46.53,84.58
2016-09-15 00:00:00-04:00,36.4,59.51,40.09,58.59,77.25,46.655,127.72,23.62,78.18,24.1,24.32,93.0,125.37,74.44,76.81,79.04,40.89,90.96,128.35,9.78,152.16,29.74,168.07,118.63,78.81,36.98,60.44,48.783,25.95,14.26,17.45,32.89,11.15,93.96,178.48,56.52,77.02,284.37,73.6,51.71,56.19,46.1599,85.07
2016-09-16 00:00:00-04:00,35.02,59.44,39.85,57.88,76.73,46.075,126.73,23.505,78.2,24.02,23.28,91.45,125.34,75.07,76.55,79.6,41.0,90.96,129.06,9.93,150.76,29.67,166.01,118.19,78.77,36.595,60.3,48.76,25.55,14.24,17.48,32.85,11.26,93.26,177.12,55.76,76.08,281.98,73.29,50.99,56.735,45.41,84.02
2016-09-19 00:00:00-04:00,35.44,59.1,42.19,57.84,77.65,46.585,127.49,23.52,81.86,23.68,24.01,98.04,124.14,75.89,76.815,80.45,40.85,88.99,128.65,10.0,152.18,29.44,166.21,117.66,79.17,36.72,60.59,49.143,25.28,14.08,16.95,32.36,11.21,93.28,176.5,56.33,76.08,282.47,74.24,50.96,57.15,46.02,83.83
2016-09-20 00:00:00-04:00,35.14,63.27,42.15,57.84,76.79,46.645,127.77,23.31,77.86,21.86,22.91,97.69,122.8,75.61,76.69,80.18,40.65,90.39,128.64,9.96,151.85,29.69,166.44,117.9,79.89,36.81,60.2,49.033,25.1,13.87,16.91,31.92,11.43,93.36,175.75,54.75,75.72,279.73,74.52,50.32,55.45,46.57,82.55
2016-09-21 00:00:00-04:00,34.21,60.22,40.59,58.08,80.21,47.425,130.6,23.72,83.472,23.03,23.85,99.62,128.28,76.75,77.43,81.9,42.17,93.52,129.93,10.56,153.1,29.85,167.05,118.905,80.86,36.92,61.12,49.033,25.32,14.66,17.66,33.69,11.88,93.66,182.38,56.07,76.74,282.57,75.68,50.22,55.67,45.83,83.28
2016-09-22 00:00:00-04:00,35.25,61.14,40.76,59.0,81.19,48.46,131.85,23.72,79.58,23.23,23.73,99.95,127.67,77.03,77.64,82.5,41.88,92.59,130.06,10.97,154.75,30.03,168.02,119.41,81.28,37.33,61.18,49.64,25.55,14.87,17.59,34.38,11.765,97.12,179.05,56.52,76.9,286.66,76.76,51.05,55.585,45.71,83.52
2016-09-23 00:00:00-04:00,35.08,61.04,40.27,58.76,80.76,48.44,131.78,23.71,78.57,22.63,23.4,92.74,125.05,77.0,77.59,82.54,39.541,89.76,127.96,10.64,153.83,29.89,165.24,118.84,81.17,37.25,60.64,49.493,24.81,14.51,17.48,33.89,11.54,97.44,175.53,54.87,74.77,288.14,76.27,50.95,55.68,45.75,83.47
2016-09-26 00:00:00-04:00,34.47,64.09,39.73,58.229,81.7,48.12,130.59,23.73,82.39,22.65,23.57,98.81,126.53,76.6,76.61,82.18,39.64,89.26,127.32,10.52,153.87,29.55,161.53,117.83,79.5889,36.88,60.47,49.2,24.14,14.415,17.36,33.89,11.31,95.73,174.59,53.99,72.82,290.27,75.91,49.45,54.28,44.89,83.07
2016-09-27 00:00:00-04:00,36.01,60.66,39.72,58.53,82.76,49.26,131.33,23.715,82.86,22.89,23.41,98.98,122.92,75.78,77.65,81.41,38.39,88.57,128.71,10.21,155.28,29.89,162.93,119.2,80.88,38.53,61.31,49.247,23.98,14.05,18.0,33.445,11.19,96.77,172.8,54.6,73.91,290.57,75.73,50.43,55.01,45.09,83.23
2016-09-28 00:00:00-04:00,35.37,60.33,39.68,59.5,84.87,49.555,132.19,23.75,86.59,22.47,23.82,102.11,129.9,75.82,77.61,81.08,41.589,92.86,129.22,10.89,155.99,29.9,163.38,119.34,80.7,38.07,61.64,48.943,24.46,15.17,17.44,36.27,11.42,97.32,183.41,54.62,74.27,291.2,76.03,50.6499,55.09,45.3,86.93
2016-09-29 00:00:00-04:00,35.35,59.02,39.38,58.41,83.13,48.96,131.03,23.3,87.47,24.18,23.09,94.66,133.62,74.74,77.13,80.3,43.03,93.94,128.09,10.7,155.62,29.54,158.95,117.28,79.73,38.15,61.97,48.457,24.25,15.89,17.54,36.85,11.11,93.23,185.36,53.68,73.27,286.92,74.83,51.15,51.71,44.38,86.47
2016-09-30 00:00:00-04:00,36.6,63.06,39.99,59.345,85.48,49.395,131.73,23.79,88.795,24.34,22.34,96.2,137.35,74.26,78.39,80.03,44.1,95.58,128.27,10.87,155.15,29.611,161.29,118.12,80.23,38.89,62.14,48.937,24.45,15.81,17.77,36.72,11.2,92.31,185.66,55.76,76.14,289.12,74.67,52.46,53.0,44.28,87.29
2016-10-03 00:00:00-04:00,37.21,59.4,40.68,58.9,84.82,49.83,132.38,23.495,84.13,24.2,23.76,102.45,137.66,73.27,77.99,79.09,44.19,94.98,128.77,10.69,154.71,29.63,161.06,118.86,81.0,39.74,61.81,48.597,24.88,15.97,17.72,36.15,11.28,93.77,185.36,54.15,75.33,289.73,75.08,53.24,52.88,43.8,87.03
2016-10-04 00:00:00-04:00,37.62,63.01,40.58,59.09,82.625,50.15,132.195,23.28,83.4,24.41,22.8,94.66,137.26,72.15,77.67,77.47,43.29,94.03,128.19,10.385,153.57,29.51,162.27,118.82,81.14,39.17,61.32,48.443,24.66,15.63,17.8,35.68,11.055,94.04,182.54,54.24,76.59,283.23,73.69,53.75,53.655,43.75,86.2758
2016-10-05 00:00:00-04:00,37.87,63.39,41.03,59.895,83.45,101.71,134.67,23.43,85.22,23.33,24.97,95.56,140.78,71.885,77.76,77.065,44.18,97.38,128.47,10.675,153.74,29.485,166.38,119.17,81.75,39.0825,62.12,48.41,25.07,16.125,17.7,36.88,10.97,96.74,185.2,54.49,77.75,283.69,73.76,53.81,54.8,45.0,86.98
2016-10-06 00:00:00-04:00,37.67,59.03,40.93,59.96,83.63,51.4101,134.46,23.47,89.29,24.66,24.75,95.51,140.86,71.92,78.36,77.1,43.48,96.0,128.76,10.31,154.16,29.28,167.17,118.76,81.48,39.17,62.58,48.91,24.85,16.07,17.72,37.0,10.97,94.84,186.23,55.34,79.35,285.46,74.41,54.0,54.9,45.185,87.06
2016-10-07 00:00:00-04:00,37.23,59.12,40.44,60.06,82.37,49.97,133.83,23.48,84.31,23.94,23.75,95.59,139.6,71.49,78.24,76.57,42.8,96.43,128.99,10.135,152.93,29.07,169.83,119.25,82.08,38.47,62.06,48.613,24.58,15.56,17.6,36.84,10.99,91.06,186.38,56.63,79.37,280.91,67.75,52.82,54.26,45.35,86.73
2016-10-10 00:00:00-04:00,38.9,59.48,41.03,60.43,83.48,50.095,135.84,23.7799,84.08,23.8501,22.925,97.19,141.84,72.22,78.21,77.04,44.39,96.15,130.24,10.2,152.87,28.86,171.07,119.82,83.08,39.76,61.31,48.74,24.83,15.72,17.495,37.58,11.425,92.73,193.26,56.02,80.15,283.18,70.5,54.195,54.74,45.64,88.44
2016-10-11 00:00:00-04:00,38.2,58.61,40.15,59.865,81.72,49.53,133.78,23.165,87.46,23.475,22.97,103.05,140.07,71.67,76.35,75.92,44.13,96.055,128.88,9.87,149.63,28.93,169.16,117.67,81.8,39.795,59.69,47.717,24.865,15.07,16.86,36.96,11.135,89.24,192.5,55.52,79.43,276.78,71.39,53.51,54.21,45.46,87.76
2016-10-12 00:00:00-04:00,36.89,58.03,40.2,60.45,81.165,49.87,133.2,23.18,87.56,21.51,23.36,102.14,138.66,72.15,76.78,76.66,44.55,96.3,129.06,10.05,150.01,28.91,169.49,117.98,80.53,40.01,59.0,48.387,23.795,14.93,16.78,36.08,11.135,87.94,190.9475,55.21,78.8,277.38,71.58,52.87,53.78,45.33,87.12
2016-10-13 00:00:00-04:00,38.72,57.98,40.06,59.59,80.445,49.31,133.41,23.15,82.88,21.62,23.48,100.8,138.27,73.325,76.2,77.94,43.9,95.48,127.82,9.645,151.02,28.77,167.44,118.28,80.02,41.41,58.4,48.66,23.25,14.77,16.85,36.29,11.26,87.9,188.16,52.91,77.41,278.77,72.03,53.7,53.86,44.74,86.6
2016-10-14 00:00:00-04:00,38.65,57.05,39.95,59.87,80.87,48.94,133.5,22.96,83.55,22.28,23.34,101.08,136.76,72.77,76.17,77.21,43.1,93.54,127.88,9.66,151.36,28.88,170.63,117.58,79.28,41.32,59.0,48.36,23.155,14.58,17.13,36.15,11.12,86.5,185.99,53.0,77.63,277.55,71.59,53.185,53.78,44.715,86.55
2016-10-17 00:00:00-04:00,38.07,60.15,39.68,60.285,81.25,49.38,134.0,22.82,87.28,21.21,23.39,101.37,136.9,72.81,75.85,77.53,41.765,93.77,127.54,9.53,150.51,28.865,169.0,118.48,78.5253,41.23,58.7,48.1,22.83,14.19,17.0,36.12,10.965,86.46,184.279,52.64,76.7,280.11,71.56,53.035,54.15,44.49,86.53
2016-10-18 00:00:00-04:00,38.83,58.36,39.81,60.485,81.65,49.2,135.07,23.11,87.2,23.45,23.42,101.79,136.55,73.37,76.425,77.89,41.9025,93.12,128.55,9.73,151.895,28.97,172.54,115.39,78.76,41.675,58.86,48.903,23.38,14.19,17.41,36.67,11.7,88.24,184.05,53.59,77.65,282.06,71.56,53.68,55.47,44.95,86.76
2016-10-19 00:00:00-04:00,40.64,58.24,40.03,60.72,82.6,48.8,136.19,22.875,88.02,22.66,23.55,102.28,139.47,73.22,77.15,78.14,42.95,95.03,130.13,10.02,151.44,29.08,174.58,114.61,78.57,42.26,60.02,49.163,23.83,14.65,17.215,37.0,12.11,88.22,188.96,54.34,77.91,281.63,70.47,55.435,54.53,45.28,87.2
2016-10-20 00:00:00-04:00,40.06,58.55,40.0,60.06,83.01,48.47,135.85,23.0,83.29,24.99,23.38,101.86,139.46,73.1,80.18,78.43,42.93,93.96,130.01,10.21,150.71,29.06,174.51,114.86,78.72,42.26,59.7,48.87,24.68,14.7,17.205,37.18,11.64,88.52,189.38,54.88,78.07,260.2,69.81,56.57,54.76,44.93,87.2
2016-10-21 00:00:00-04:00,39.9,57.82,40.13,60.0,82.19,48.085,135.63,22.81,86.34,24.32,23.0,94.69,137.99,72.83,80.17,78.01,42.69,93.88,132.07,10.03,150.18,28.98,174.63,113.48,78.25,42.425,59.49,49.087,24.3,14.63,16.93,36.98,11.52,90.31,187.0,54.69,77.46,262.94,69.54,55.6,55.74,45.1,86.62
2016-10-24 00:00:00-04:00,39.31,57.95,40.31,60.31,83.34,48.36,137.44,22.96,82.67,25.34,21.64,100.639,135.74,73.09,80.28,78.38,41.7,93.61,133.27,10.18,151.44,28.91,175.1,113.55,77.45,42.28,60.65,50.047,24.5,14.58,17.05,36.75,11.11,90.57,185.26,57.29,78.49,266.95,69.8,55.03,56.16,45.51,86.9
2016-10-25 00:00:00-04:00,39.17,61.57,40.33,60.55,82.1,46.73,139.02,22.44,84.47,25.54,21.97,100.77,133.09,73.4,78.78,78.61,40.68,92.67,132.29,10.545,152.59,28.64,175.56,113.98,77.755,41.935,60.92,49.933,24.6,14.18,17.535,36.17,10.95,90.18,183.03,56.35,78.08,268.2,69.05,54.64,58.95,45.73,86.74
2016-10-26 00:00:00-04:00,39.32,57.85,41.04,61.11,81.09,45.4,145.56,22.09,80.89,23.97,22.93,94.58,134.03,73.85,77.73,78.78,40.19,92.17,131.05,10.575,151.14,28.87,177.12,114.56,76.76,38.38,60.55,48.703,24.82,14.24,17.64,36.57,10.53,90.7,183.03,56.65,77.53,271.01,68.66,53.99,59.52,46.15,87.1
2016-10-27 00:00:00-04:00,39.39,61.47,40.85,61.44,82.05,44.89,143.37,21.49,79.81,23.02,22.73,99.95,133.65,73.31,78.33,78.41,40.45,90.82,129.695,10.695,150.12,28.63,177.88,115.7,76.168,39.245,60.36,47.767,23.935,13.955,17.52,33.7,10.475,91.0,182.72,55.6,77.265,269.66,68.91,54.4,58.82,46.41,86.93
2016-10-28 00:00:00-04:00,40.06,54.61,43.6,61.29,82.91,44.98,143.01,22.1,83.91,23.01,22.91,103.86,129.2,73.5,78.2,78.74,39.18,90.8,131.28,10.94,151.53,29.23,177.16,115.35,74.54,39.1725,60.3,47.973,23.79,13.72,17.2,32.92,10.3,87.06,181.64,54.18,75.72,271.66,69.74,55.08,58.61,46.23,84.78
2016-10-31 00:00:00-04:00,40.61,52.89,41.31,61.695,83.56,45.18,142.49,22.01,80.24,24.01,22.995,104.77,126.96,75.22,78.55,80.03,37.89,89.52,131.02,11.19,150.75,29.11,178.27,116.0,73.85,40.04,60.55,48.113,23.52,13.19,17.16,32.1,10.64,83.22,179.03,55.65,76.94,272.47,70.85,56.22,59.24,46.02,83.31
2016-11-01 00:00:00-04:00,39.28,53.52,44.33,60.67,82.91,44.71,142.41,21.71,82.26,24.89,21.33,99.53,128.62,74.47,77.03,78.57,37.68,90.25,129.5,11.15,149.99,28.87,178.08,115.35,72.99,39.68,60.18,47.877,24.32,13.27,16.98,31.93,10.63,84.7,181.2,56.01,75.81,270.08,71.09,55.99,59.47,45.99,83.69
2016-11-02 00:00:00-04:00,39.19,53.84,44.81,60.57,82.26,44.02,140.76,21.6,81.12,24.71,22.255,105.3901,128.4,74.1,76.72,78.0,39.57,90.98,127.18,10.61,149.68,28.48,176.69,114.87,72.655,39.62,59.86,48.097,24.74,12.79,16.68,31.44,9.89,82.9,171.26,56.06,75.03,265.82,70.28,56.14,58.43,45.25,83.46
2016-11-03 00:00:00-04:00,38.96,55.89,44.97,58.15,83.8,43.8,140.07,21.55,78.14,21.21,22.36,98.51,129.03,74.36,76.54,77.98,40.535,92.16,119.99,10.73,150.03,28.29,176.28,115.04,72.11,39.7,59.62,46.733,24.145,14.16,16.61,32.36,10.13,79.94,173.18,56.77,74.63,266.56,69.97,55.91,57.86,45.35,83.66
2016-11-04 00:00:00-04:00,39.32,56.03,44.49,57.38,83.48,44.86,139.55,21.565,79.14,21.68,21.885,104.78,126.75,73.8,76.95,77.28,40.22,90.88,120.76,11.05,149.84,28.45,175.99,115.12,72.49,40.375,60.23,45.077,24.51,13.69,16.69,31.89,11.04,82.39,171.1,51.08,75.07,267.45,67.18,57.225,57.88,44.6,83.6
2016-11-07 00:00:00-05:00,41.485,55.85,44.61,59.3,86.24,45.57,143.021,22.04,80.52,21.85,22.21,99.87,131.1,74.71,78.19,79.12,41.83,92.5,122.15,11.28,152.38,29.31,181.4344,116.6426,73.85,41.56,62.22,45.38,25.12,14.15,17.38,32.24,11.38,83.96,173.46,50.47,77.25,270.52,69.38,58.53,58.52,45.38,85.44
2016-11-08 00:00:00-05:00,41.7,58.81,45.25,59.5,82.74,45.99,142.21,22.25,84.68,24.35,21.89,107.29,134.23,75.5,78.93,79.67,41.99,93.37,124.225,12.1,153.83,29.44,181.99,117.11,74.01,41.93,63.96,45.33,26.19,14.25,17.41,31.92,11.48,80.62,175.04,50.96,77.33,272.94,70.28,59.29,58.14,45.53,85.33
2016-11-09 00:00:00-05:00,42.41,62.63,43.88,60.9,80.42,47.59,145.12,21.84,87.68,26.49,19.655,107.63,132.5,73.2,80.23,77.3,43.62,93.38,123.18,13.065,162.09,29.62,192.53,120.26,78.4,42.35,64.32,132.59,26.77,14.88,17.2,32.94,12.03,83.42,177.6,51.78,77.67,271.89,69.53,60.11,62.04,48.0,86.24
2016-11-10 00:00:00-05:00,41.85,64.07,42.84,63.22,81.53,48.29,147.68,21.88,89.85,27.14,17.638,107.81,131.25,71.14,80.25,75.15,43.14,92.63,120.8,13.8,166.59,30.42,200.85,119.55,78.35,43.64,62.44,42.33,28.23,15.13,16.99,33.6,11.08,89.09,179.45,51.56,75.91,269.4,66.24,59.915,62.96,51.6219,87.07
2016-11-11 00:00:00-05:00,42.47,63.08,41.73,63.32,80.42,48.045,148.5,21.5,92.98,27.79,17.743,99.68,126.89,70.76,80.93,75.23,41.84,91.4,119.02,13.93,168.54,30.68,203.85,118.43,77.66,43.83,63.15,41.92,27.405,14.89,17.67,33.33,11.06,89.24,172.09,53.52,74.51,272.185,66.54,60.245,62.45,51.72,85.64
2016-11-14 00:00:00-05:00,43.4,62.97,40.95,64.44,77.07,47.56,149.93,20.79,94.18,26.76,18.21,99.63,128.39,70.0,79.11,74.45,42.83,92.69,115.08,13.925,170.19,30.51,209.22,116.61,77.03,45.34,63.54,40.86,28.29,14.93,17.71,34.92,11.68,91.6,173.6701,52.74,74.04,252.93,68.48,62.935,62.6,53.24,85.285
2016-11-15 00:00:00-05:00,44.28,62.87,41.54,64.59,80.12,47.51,148.23,21.149,90.8,27.805,18.26,101.85,133.61,71.25,79.61,75.93,44.99,93.63,117.2,14.0,168.01,30.75,211.15,116.31,77.32,46.27,65.2,41.62,27.95,15.7,18.1,36.04,11.49,89.05,178.78,54.3,75.93,258.8,68.79,66.06,63.17,52.58,86.81
2016-11-16 00:00:00-05:00,44.45,58.35,41.32,64.09,81.55,46.95,146.44,21.37,89.75,27.46,18.36,108.36,131.51,71.05,80.2,73.97,44.0,95.22,116.33,13.8,165.85,30.76,206.1642,116.36,76.94,45.85,65.65,42.07,27.21,15.56,18.24,35.25,11.2,86.39,178.53,54.4,76.12,255.79,69.03,65.52,63.63,51.69,85.74
2016-11-17 00:00:00-05:00,45.82,58.5,41.07,64.22,82.94,47.11,145.33,21.615,89.2,25.71,18.6,102.07,130.42,70.99,79.98,73.86,42.87,92.33,117.78,13.79,165.64,30.8,209.5,116.55,77.71,46.7,65.45,41.97,27.33,15.46,19.19,35.3,11.25,88.39,175.87,55.56,77.95,258.85,66.7,67.86,64.67,52.49,85.22
2016-11-18 00:00:00-05:00,46.26,57.38,41.54,63.91,82.49,47.09,146.35,21.35,92.34,28.97,17.828,109.22,130.02,71.16,79.01,73.61,43.83,92.22,117.03,13.74,166.63,30.68,210.35,115.4,76.66,47.06,64.57,41.66,28.27,15.63,19.21,35.2,11.22,88.19,178.21,55.3,78.24,250.12,67.3,68.3,63.3699,52.83,85.27
2016-11-21 00:00:00-05:00,46.09,60.44,41.69,63.92,83.86,47.64,146.99,21.46,89.32,29.88,19.44,104.02,136.94,72.23,79.21,74.43,44.89,95.66,121.78,14.51,168.44,30.8725,211.09,115.02,76.62,47.36,65.2,43.6,29.05,16.49,19.49,36.43,11.51,89.3,183.15,54.95,78.93,251.28,57.584,69.01,64.53,52.12,86.49
2016-11-22 00:00:00-05:00,46.08,58.98,41.56,64.005,84.29,48.22,149.55,20.835,90.01,28.39,18.741,110.6,138.57,73.2,78.42,73.88,44.47,95.24,121.46,15.11,170.17,31.19,211.21,112.81,76.0,47.09,65.57,45.25,27.36,16.54,19.74,36.34,10.915,87.88,183.21,55.31,79.36,252.49,58.9501,69.51,65.25,52.22,86.67
2016-11-23 00:00:00-05:00,46.34,57.06,41.31,64.33,83.88,48.55,149.74,20.98,92.47,28.38,18.846,104.79,138.38,72.87,79.14,73.5,45.02,97.0,120.84,16.2099,170.56,31.33,212.3698,113.04,67.96,47.36,66.11,44.74,27.44,16.78,19.9037,36.36,11.04,89.35,185.44,54.6,78.3,259.03,58.65,69.87,64.72,52.14,86.92
2016-11-25 00:00:00-05:00,46.82,57.37,41.59,64.44,83.99,49.175,150.01,21.145,92.12,28.55,19.87,104.79,134.18,73.93,79.52,74.31,44.23,95.02,120.38,15.99,171.96,31.44,211.54,114.05,69.098,47.43,66.08,44.83,27.41,16.27,20.12,35.92,10.955,87.79,181.78,54.9,77.01,259.97,59.65,70.06,64.86,52.6,87.1089
2016-11-28 00:00:00-05:00,46.01,56.37,41.17,63.31,83.96,48.71,149.89,20.76,91.24,26.75,19.74,110.53,129.52,75.17,79.03,76.06,42.66,93.49,120.44,15.78,172.75,31.26,210.53,113.14,67.2,47.53,65.9,45.32,27.36,15.55,19.99,35.53,11.55,88.14,173.08,54.86,77.3,258.57,58.34,69.27,63.78,51.59,86.49
2016-11-29 00:00:00-05:00,46.39,61.6,40.85,63.29,85.96,48.92,151.66,20.78,90.41,27.43,18.589,109.37,127.33,76.14,79.16,76.38,42.16,92.44,120.9,14.97,175.13,31.06,211.76,112.51,67.155,47.245,66.03,45.3,27.05,14.955,19.42,34.605,11.3,85.8,173.68,54.28,77.22,258.6503,58.97,69.73,63.77,51.87,85.92
2016-11-30 00:00:00-05:00,45.95,57.64,41.29,63.34,87.8,48.6,150.63,20.46,91.87,27.47,18.69,111.61,143.2,73.33,78.12,73.78,48.32,101.5,118.42,15.34,175.43,30.79,219.52,111.39,67.13,46.635,66.18,44.75,28.41,18.09,19.53,37.37,11.35,86.37,191.09,53.41,76.85,251.43,56.81,68.96,61.63,52.93,87.31
2016-12-01 00:00:00-05:00,45.26,59.16,42.32,64.11,85.63,48.99,152.39,20.08,92.53,28.73,18.08,106.95,141.81,72.74,77.03,72.75,47.85,104.76,115.07,15.03,176.4,31.39,226.58,111.39,65.96,47.08,61.23,43.64,29.09,17.91,18.48,37.6,11.12,85.81,189.58,50.03,71.77,245.06,56.18,68.47,60.54,54.3501,87.25
2016-12-02 00:00:00-05:00,45.61,56.35,42.02,63.78,84.86,49.24,152.25,20.36,91.47,28.39,17.201,113.02,142.63,73.79,77.33,73.44,47.85,103.74,115.42,15.42,178.67,31.36,223.37,111.99,67.71,47.92,62.05,44.44,28.83,18.21,18.79,37.89,11.25,85.91,187.61,50.54,73.33,245.25,57.06,69.28,61.46,53.58,87.05
2016-12-05 00:00:00-05:00,45.72,60.86,41.93,64.21,86.28,49.9,152.17,20.71,94.46,27.12,18.53,113.26,142.7,73.47,77.11,73.6,47.72,103.42,117.43,15.87,178.55,31.11,228.65,111.95,67.2401,47.07,63.23,44.89,29.19,18.39,18.61,38.79,11.71,84.66,188.25,52.48,74.82,247.4,57.29,68.25,64.5,54.37,87.42
