,AAL,ABBV,ADM,AIG,ALB,AOS,BA,BSX,CAT,CF,COTY,CVX,CXO,D,DHR,DUK,DVN,EOG,FB,FCX,GD,GE,GS,JNJ,LLY,LUV,MCHP,MNST,MOS,MRO,MU,NOV,NRG,PRGO,PXD,QRVO,SWKS,TDG,TSN,UAL,VLO,WFC,XOM
2016-12-06 00:00:00-05:00,46.45,58.42,42.67,64.195,86.32,50.1,152.23,20.8,91.55,28.57,18.78,112.83,143.23,72.73,77.36,73.85,47.3,103.97,117.31,15.884,178.1,31.17,231.46,112.06,67.81,47.68,63.49,44.37,29.38,18.35,19.06,39.36,11.82,84.46,184.79,54.06,76.17,250.76,57.38,70.9641,64.74,55.56,87.56
2016-12-07 00:00:00-05:00,48.65,56.88,43.17,64.9,88.8,50.76,154.09,20.61,97.29,29.73,18.775,114.43,142.48,73.49,76.95,74.64,47.54,103.57,117.94,15.42,178.4,31.59,235.05,111.04,67.3683,49.85,64.5,44.47,30.22,18.41,20.44,39.375,11.96,83.92,185.76,55.14,77.34,256.09,58.825,72.44,67.53,57.28,88.03
2016-12-08 00:00:00-05:00,47.54,57.74,43.91,65.83,91.81,50.73,155.39,20.62,92.56,30.37,19.07,115.17,142.78,73.49,77.71,74.7,47.74,103.88,118.9,15.6,173.66,31.51,241.33,110.95,67.19,49.59,65.16,43.05,30.18,18.37,20.66,39.88,12.45,81.9,186.98,57.81,79.52,249.69,61.59,72.74,68.37,57.289,88.312
2016-12-09 00:00:00-05:00,49.64,58.35,44.47,65.84,90.68,50.86,156.49,20.82,91.85,30.93,18.218,109.33,142.36,74.51,78.08,75.82,48.07,106.48,119.67,15.747,175.37,31.79,241.95,112.23,67.86,49.795,64.53,44.04,31.42,18.25,20.5,39.78,12.85,82.5,186.98,56.48,76.93,249.3,61.92,75.17,67.9905,57.15,89.0
2016-12-12 00:00:00-05:00,47.08,62.05,44.91,65.61,91.33,50.415,157.21,21.1,91.41,29.0,18.6,117.13,140.77,75.44,77.81,76.49,48.11,105.83,117.77,15.365,173.74,31.8646,237.23,115.36,67.61,49.37,63.61,44.27,30.24,18.5,20.02,40.0,12.59,82.3,189.02,54.79,76.26,247.09,62.18,73.25,66.81,55.74,90.99
2016-12-13 00:00:00-05:00,47.84,58.77,44.32,66.3,91.09,49.92,156.65,21.34,92.32,26.96,17.933,117.39,142.03,75.95,79.23,77.32,48.18,108.0097,120.31,15.04,174.31,31.735,238.31,115.88,68.63,49.55,65.1,45.0,29.51,18.8,20.13,40.32,12.79,83.72,191.25,54.78,76.88,250.05,62.74,72.55,67.21,55.84,92.58
2016-12-14 00:00:00-05:00,47.41,58.47,43.54,66.0,89.94,49.46,154.4,21.21,90.12,28.12,18.61,115.97,137.82,74.16,78.72,75.52,47.03,103.17,120.23,14.65,173.74,31.5,239.93,115.03,67.67,49.27,65.06,44.03,29.39,18.21,20.015,39.49,12.49,83.21,187.59,53.61,75.14,250.79,62.14,72.93,66.49,54.7,90.59
2016-12-15 00:00:00-05:00,48.3,58.8,45.73,66.2,89.84,48.62,153.77,21.25,90.88,28.65,17.566,117.05,139.21,74.56,79.71,76.029,47.53,102.88,120.57,14.61,174.12,31.24,243.0,115.85,71.37,50.5997,65.84,44.29,29.74,18.24,20.29,39.7,12.57,82.61,187.45,55.69,77.22,254.01,62.4,74.79,67.64,55.2,90.87
2016-12-16 00:00:00-05:00,47.12,62.22,44.42,66.28,89.23,48.51,154.5,21.39,89.01,27.98,18.69,118.09,138.27,75.88,79.22,76.59,47.37,104.02,119.87,13.87,174.43,31.75,238.94,115.89,73.3,49.94,64.53,44.5,29.57,18.58,20.26,38.76,12.305,82.84,185.04,54.69,76.81,251.37,62.39,74.37,68.0,55.34,91.15
2016-12-19 00:00:00-05:00,48.06,62.22,44.0,66.53,89.0,48.65,156.22,21.48,89.13,28.28,17.958,117.64,138.53,76.52,78.61,77.13,47.03,103.48,119.24,13.55,174.62,31.93,239.13,116.03,73.45,50.3599,65.01,43.87,27.77,18.51,20.345,38.49,12.86,84.55,185.99,55.45,77.44,251.09,62.33,74.48,67.43,55.22,90.42
2016-12-20 00:00:00-05:00,48.7,62.16,46.22,66.6,89.34,48.69,156.4,21.54,90.7,28.99,17.872,117.94,136.87,76.5,78.84,77.36,46.65,103.11,119.08,14.16,175.26,32.26,243.1,115.65,73.38,50.9,65.3,43.54,28.16,18.3,20.64,38.8,12.49,84.72,185.68,54.74,76.61,249.74,61.92,76.06,67.57,56.09,90.43
2016-12-21 00:00:00-05:00,48.94,58.26,44.06,66.66,89.27,48.6,157.49,21.495,90.2,28.91,17.958,111.32,136.59,76.24,78.36,77.01,46.5792,102.54,119.03,14.04,174.08,32.13,241.42,115.3384,73.26,50.65,65.17,45.37,28.78,18.085,20.58,38.86,12.37,84.83,184.84,55.01,77.07,248.97,61.97,75.74,67.93,55.72,90.32
2016-12-22 00:00:00-05:00,48.17,58.46,43.15,66.23,88.43,47.89,157.45,21.66,94.09,28.58,18.73,118.76,136.49,76.65,78.33,77.77,46.89,103.1201,117.4,13.8,174.54,31.82,240.17,115.45,73.255,50.255,65.38,45.3,29.35,18.035,23.2,38.9,12.14,84.34,186.88,55.11,78.16,248.98,61.74,74.1903,68.71,55.76,90.86
2016-12-23 00:00:00-05:00,48.48,59.1,43.12,66.41,88.81,47.83,157.82,21.81,94.32,29.15,18.675,118.44,136.31,76.75,78.94,77.62,46.54,102.02,117.27,13.8,175.2,31.87,240.87,115.95,73.79,50.44,65.39,45.57,29.19,18.06,23.26,38.38,12.35,84.97,185.04,55.54,78.03,249.99,62.53,74.77,68.951,55.95,90.7
2016-12-27 00:00:00-05:00,48.09,59.26,43.6,66.7,89.02,48.23,157.472,21.77,90.9,31.96,17.958,111.61,136.99,76.68,78.82,77.48,46.84,102.56,117.98,13.77,174.55,31.9,242.15,115.9,73.8,50.49,65.4,45.52,30.04,18.14,23.29,38.92,12.6,85.19,185.0,55.53,78.32,250.9,62.43,74.63,69.44,55.9455,90.74
2016-12-28 00:00:00-05:00,47.67,62.28,45.35,65.9,86.56,47.59,156.15,21.62,93.13,31.63,18.48,117.9,135.04,76.34,78.14,77.02,46.23,100.63,116.92,13.5648,173.05,31.71,240.69,115.11,73.07,50.17,64.68,44.91,29.07,17.85,22.78,37.97,12.44,82.82,181.83,54.7,77.03,249.39,61.65,73.535,68.69,55.33,90.31
2016-12-29 00:00:00-05:00,46.75,59.47,43.32,65.51,87.07,47.66,155.73,21.71,93.28,31.91,18.41,111.23,134.16,77.0,78.24,78.03,45.96,101.28,116.35,13.479,173.2,31.72,238.31,115.5,73.57,50.21,64.75,45.04,29.34,17.58,22.27,37.84,12.39,82.3,181.63,53.61,76.58,249.77,62.16,73.29,68.59,54.84,90.32
2016-12-30 00:00:00-05:00,46.19,59.37,43.6,65.33,86.12,47.34,155.77,21.64,92.76,29.88,17.528,117.79,132.56,76.6,77.9,77.63,45.68,101.12,115.14,13.19,172.77,31.62,239.67,115.27,73.58,49.85,64.15,44.35,29.34,17.32,21.92,37.45,12.27,83.26,180.12,52.73,74.66,249.13,61.68,72.9,68.35,55.12,90.27
2017-01-03 00:00:00-05:00,45.81,62.39,46.18,65.13,88.06,47.5,156.93,21.88,90.37,31.87,17.872,111.26,136.64,76.25,78.77,77.71,47.07,103.5,116.85,13.77,175.43,31.69,241.5,115.8,74.59,49.97,63.82,45.54,29.52,17.755,22.55,37.8,12.3,86.48,186.52,52.89,75.15,250.5,62.58,72.7,70.41,55.99,90.88
2017-01-04 00:00:00-05:00,46.7,63.28,44.04,65.97,90.71,47.93,158.61,22.07,89.96,31.36,18.995,117.81,135.67,76.17,79.28,77.66,47.51,102.58,118.7,14.82,175.52,31.7,243.09,115.6435,74.74,51.3,63.82,46.03,30.74,18.06,22.36,38.54,13.025,87.22,184.23,54.5,74.99,251.96,63.48,73.0,67.91,56.04,89.88
2017-01-05 00:00:00-05:00,45.9,60.46,45.75,65.59,90.39,47.69,158.72,22.06,92.9801,33.05,18.91,110.75,135.13,76.27,80.02,77.75,49.01,104.18,120.67,14.62,176.15,31.51,241.07,116.875,75.6099,50.48,62.59,46.18,30.87,18.18,22.11,38.661,13.28,86.51,185.7,53.36,74.57,251.65,63.79,70.93,67.69,55.1714,88.54
2017-01-06 00:00:00-05:00,45.72,60.48,42.71,66.81,90.82,47.72,159.11,22.145,89.45,33.46,19.08,110.31,135.62,76.92,80.46,77.49,48.67,104.16,123.43,14.9,177.4697,31.62,244.89,116.3,75.66,49.96,63.67,45.62,30.8,17.88,22.04,38.99,13.37,85.27,185.02,53.86,74.96,256.13,63.33,71.38,66.6628,55.04,88.52
2017-01-09 00:00:00-05:00,46.58,64.16,44.76,66.39,90.48,47.39,158.43,22.205,88.81,32.05,18.845,115.87,134.65,75.73,80.6,76.64,46.5801,103.02,124.92,14.68,176.09,31.47,242.83,116.38,76.28,50.31,64.42,44.41,30.72,17.41,22.34,38.08,13.47,85.43,182.65,54.4,75.65,255.37,62.66,71.29,66.38,54.25,87.08
2017-01-10 00:00:00-05:00,47.96,64.08,42.46,67.19,89.88,47.76,159.075,23.62,93.85,31.06,18.95,108.53,133.68,75.43,81.12,76.49,46.7,103.41,124.35,15.55,176.42,31.37,242.57,116.19,76.26,51.35,64.85,43.52,30.71,17.48,22.44,37.76,13.63,83.65,181.25,56.4,77.33,253.39,61.22,73.67,66.545,54.63,85.95
2017-01-11 00:00:00-05:00,48.12,61.14,44.005,66.9473,93.27,48.32,159.37,23.31,94.64,34.18,17.786,115.92,135.15,75.62,81.35,77.1,47.39,103.87,126.08,15.86,177.05,31.475,245.76,114.72,75.25,51.685,66.48,43.99,31.42,17.69,22.78,38.54,14.09,77.86,182.85,56.8,78.41,252.37,61.45,75.04,67.07,54.8,86.79
2017-01-12 00:00:00-05:00,47.59,61.265,43.45,66.25,93.73,47.83,158.28,23.52,90.37,34.515,18.53,116.17,134.34,75.27,81.29,77.53,46.46,105.4,126.64,15.27,176.52,31.38,243.74,114.6,77.15,51.01,66.48,43.1,31.41,17.445,22.3,38.1625,14.38,78.18,182.58,56.86,76.76,253.57,61.69,74.01,66.525,54.51,86.34
2017-01-13 00:00:00-05:00,47.14,59.37,41.6,66.36,94.0,48.46,158.83,23.825,90.84,33.98,18.72,109.87,134.73,75.2,81.38,77.21,46.42,105.41,128.33,15.19,177.9,31.355,244.22,114.6,77.41,51.165,66.34,44.51,31.26,17.45,22.18,37.38,14.59,77.78,181.98,58.56,78.34,252.26,61.98,74.3,66.41,55.305,86.35
2017-01-17 00:00:00-05:00,46.25,61.85,42.68,66.06,94.36,47.85,157.68,23.89,89.96,32.89,19.1,109.78,135.44,76.19,80.94,77.44,46.47,105.52,127.85,15.05,175.95,31.26,236.31,114.85,76.85,50.24,64.95,43.93,30.78,17.45,21.735,37.67,15.335,76.52,181.02,57.26,76.89,249.75,62.33,73.77,66.18,53.78,87.35
2017-01-18 00:00:00-05:00,47.64,61.66,42.93,66.24,92.61,47.89,158.34,23.92,90.48,32.32,18.121,115.93,135.42,76.17,81.18,77.5,46.36,105.42,127.92,15.23,175.99,31.23,234.46,114.7,77.53,50.38,66.5,43.45,30.6,17.32,22.31,37.43,15.26,76.46,183.01,59.15,79.27,250.89,62.73,73.99,66.74,54.26,86.28
2017-01-19 00:00:00-05:00,46.76,58.78,42.5,66.29,93.04,47.45,158.99,23.88,93.4,32.28,18.6,115.56,134.52,75.62,80.6,77.12,46.07,104.31,127.55,15.25,177.82,31.19,231.42,114.2,76.85,50.07,65.69,43.34,30.25,17.27,21.71,37.9,15.55,76.48,183.93,58.3,78.46,251.8,62.34,74.02,66.07,54.59,84.71
2017-01-20 00:00:00-05:00,48.0,61.15,42.72,66.53,93.34,47.88,159.53,23.895,91.69,34.2,18.207,115.57,136.16,75.79,80.52,77.34,46.25,105.47,127.07,15.5,178.29,30.51,232.27,114.14,76.8,51.08,66.93,43.51,31.27,17.6,21.96,39.09,16.12,75.065,184.89,61.03,88.68,226.9,62.57,75.25,66.235,55.08,85.88
2017-01-23 00:00:00-05:00,46.93,58.38,44.72,65.5,93.7,47.94,157.9,23.685,91.57,35.26,18.76,115.4,135.99,75.58,80.01,77.04,45.63,102.59,128.93,15.71,177.25,29.76,232.64,113.94,76.33,49.95,67.03,43.52,31.56,17.41,21.89,38.43,16.22,73.49,182.88,61.85,90.17,223.79,61.76,72.75,66.2599,54.26,85.0
2017-01-24 00:00:00-05:00,47.03,58.02,44.65,65.48,95.55,48.96,160.56,23.55,96.24,34.97,19.0,116.39,139.04,75.46,80.02,77.16,46.57,103.67,129.36,17.05,177.26,29.99,233.7899,111.75,74.83,49.66,67.89,43.7,33.46,17.7,22.85,39.03,16.37,71.99,180.74,62.5,92.27,225.21,62.37,73.15,67.86,54.7,85.1
2017-01-25 00:00:00-05:00,47.9,58.78,43.17,65.74,94.0,49.41,167.34,23.59,98.18,36.55,18.696,117.22,143.1,75.81,81.02,77.06,46.46,103.03,131.49,16.51,175.37,30.37,237.19,112.79,74.84,49.46,68.82,43.13,33.27,17.75,23.57,39.72,16.45,72.8,180.26,64.04,91.87,221.7,62.63,73.59,68.32,56.63,85.37
2017-01-26 00:00:00-05:00,49.59,61.28,42.55,66.02,95.47,48.82,169.12,23.42,94.25,36.21,19.56,116.68,144.49,75.68,80.8,77.13,47.15,104.39,132.78,15.85,177.29,30.33,239.5,111.87,74.59,53.93,67.63,42.66,31.83,17.75,23.52,39.26,16.46,72.41,182.22,63.33,91.01,219.96,61.69,75.4,67.38,57.17,85.6
2017-01-27 00:00:00-05:00,46.95,59.99,44.51,65.2,95.42,48.57,167.7,23.86,95.96,36.5,19.49,107.43,144.03,75.49,80.94,76.93,46.63,102.04,132.18,16.36,185.04,30.01,236.895,113.37,75.38,52.7,68.75,42.3,31.42,17.41,23.97,38.85,16.44,73.94,181.46,63.65,92.01,218.99,62.76,74.42,67.3,56.58,85.49
2017-01-30 00:00:00-05:00,44.42,60.42,42.15,64.87,94.56,48.44,165.52,23.84,96.77,33.59,18.85,105.57,138.78,75.25,80.25,77.11,45.07,100.35,130.93,16.24,182.43,29.96,233.495,113.1,74.65,52.35,69.05,42.42,30.96,16.52,24.19,37.54,16.26,74.38,178.81,64.28,92.99,216.6,62.55,71.7,68.16,56.05,84.81
2017-01-31 00:00:00-05:00,43.78,61.11,42.27,64.24,92.66,48.76,163.51,24.06,92.73,33.49,18.38,111.33,139.45,76.26,83.92,78.54,45.55,101.59,130.33,16.65,181.02,29.7,229.2499,113.25,77.02,52.31,67.35,42.61,31.37,16.75,24.11,37.82,16.55,76.15,180.27,64.21,91.74,216.34,62.8,70.48,65.76,56.34,83.89
2017-02-01 00:00:00-05:00,43.58,58.31,41.8,64.245,93.3,48.49,163.93,23.96,92.2,34.76,18.95,111.0,139.86,71.85,83.54,77.36,45.55,101.0,133.23,16.85,180.96,29.69,230.49,113.22,77.6,52.72,68.42,41.82,31.68,16.58,24.75,38.54,16.331,76.77,180.68,64.55,91.75,219.67,64.3,71.48,65.38,55.91,82.95
2017-02-02 00:00:00-05:00,43.54,58.31,44.0,64.11,92.86,47.19,162.27,25.11,93.76,33.81,19.335,112.24,140.05,71.7,83.71,77.78,45.64,98.87,130.84,16.8,180.3403,29.67,230.41,113.56,77.39,52.91,68.8,41.81,31.44,16.67,24.79,37.79,16.71,78.42,183.46,63.34,91.11,221.75,65.19,72.15,65.41,55.76,83.45
2017-02-03 00:00:00-05:00,43.73,58.1,43.99,64.92,94.23,49.39,162.39,25.21,93.27,33.86,19.41,113.56,142.7,71.67,83.69,77.6499,46.78,100.92,130.96,15.82,183.13,29.69,240.84,113.61,77.2101,52.87,69.43,42.63,31.845,17.22,24.6,38.56,17.085,77.97,183.82,63.95,91.56,225.16,65.38,73.07,65.49,57.26,83.53
2017-02-06 00:00:00-05:00,44.82,58.08,44.03,64.89,94.29,49.56,163.96,25.135,90.03,35.48,19.29,106.66,141.57,72.21,82.98,77.56,45.28,99.71,132.06,15.995,183.01,29.66,239.93,113.42,77.82,53.08,69.17,42.73,32.04,16.52,24.33,37.45,16.7,78.08,181.01,64.35,91.379,230.94,63.14,73.5,65.12,56.56,83.31
2017-02-07 00:00:00-05:00,45.18,58.0,44.595,64.85,92.81,49.37,166.47,25.22,93.3,34.89,19.511,105.16,134.99,72.3199,83.07,77.74,44.14,97.12,131.83,15.51,183.17,29.55,239.5,113.45,77.7,53.03,69.62,43.07,32.22,16.02,24.6,39.2901,16.26,77.76,174.86,64.76,91.78,245.92,64.635,71.3,65.42,56.32,82.73
2017-02-08 00:00:00-05:00,44.58,60.52,41.51,64.91,94.35,49.35,163.8,25.23,90.07,33.16,19.184,105.34,135.36,73.35,82.99,78.66,44.06,98.12,134.2,15.53,183.12,29.42,237.67,113.39,78.11,52.915,73.8,43.67,32.21,15.88,24.2,39.21,16.36,77.93,181.64,66.2,91.69,247.58,65.06,71.72,67.0728,55.63,81.48
2017-02-09 00:00:00-05:00,46.31,58.26,43.535,65.29,93.91,49.9,164.25,25.35,91.09,34.49,17.537,112.23,139.77,72.15,83.78,77.74,44.75,99.79,134.13,15.38,182.54,29.6,241.53,114.07,77.7,54.52,70.92,43.78,31.83,16.05,24.44,38.99,16.41,79.43,191.55,66.28,92.47,251.62,65.4,72.97,67.615,56.73,81.83
2017-02-10 00:00:00-05:00,46.06,60.43,41.86,65.62,93.71,49.81,166.23,25.21,96.31,35.83,18.29,113.04,143.08,73.38,83.99,78.11,45.4,100.59,134.19,15.8,184.39,29.73,242.72,115.25,77.8,54.73,70.89,44.01,32.86,16.18,24.05,39.41,16.66,79.41,194.44,66.27,92.21,253.16,65.07,72.59,67.47,56.87,82.52
2017-02-13 00:00:00-05:00,47.01,60.5,41.75,66.13,94.74,49.94,168.0,25.295,98.5125,36.72,17.585,113.9,142.27,73.74,84.19,78.67,45.26,100.33,134.04,15.95,186.59,30.02,246.2,115.87,77.77,55.73,70.66,43.42,33.76,16.07,23.89,39.61,16.75,80.16,197.0,66.54,92.63,252.21,65.29,73.805,67.06,57.07,83.01
2017-02-14 00:00:00-05:00,46.58,58.25,41.77,66.87,91.17,49.68,168.5,25.175,98.09,36.32,18.447,112.52,144.26,73.1,84.1,78.03,45.93,100.38,133.85,15.9,187.22,30.28,249.29,116.36,78.82,55.31,70.78,43.375,34.015,16.405,23.115,40.66,16.78,82.11,198.89,66.44,91.81,250.19,65.02,73.72,67.61,57.96,82.82
2017-02-15 00:00:00-05:00,47.14,61.63,42.47,60.8498,92.73,49.32,169.3,25.4,95.99,34.48,19.765,107.29,142.82,72.38,84.61,76.76,44.23,100.75,133.43,15.36,187.99,30.35,250.6,117.2,80.25,57.29,71.9,43.34,33.77,16.29,23.02,40.43,17.5,84.9,197.734,67.17,92.12,251.0,65.32,75.73,67.75,58.55,83.145
2017-02-16 00:00:00-05:00,46.57,58.88,42.43,62.24,92.42,49.69,170.79,25.36,95.25,33.52,17.891,105.49,140.19,73.28,84.25,78.88,44.1,99.33,133.8,15.07,188.71,30.44,249.4,118.1199,80.03,56.34,71.73,43.45,33.15,16.165,22.98,40.24,17.12,83.12,193.21,67.15,92.43,252.43,64.9,75.66,66.59,58.11,82.29
2017-02-17 00:00:00-05:00,46.91,59.16,42.99,62.5,91.94,49.59,172.7,25.38,95.83,32.64,18.083,110.29,140.06,73.77,84.05,78.35,44.15,99.01,133.52,14.905,188.97,30.36,250.48,118.84,80.36,57.31,71.68,43.63,33.575,16.24,23.35,39.32,17.1,84.4699,191.96,67.11,96.35,249.74,65.24,75.95,65.48,58.07,81.72
2017-02-21 00:00:00-05:00,46.42,61.81,44.8,63.41,93.76,50.29,175.5,25.265,98.06,33.92,19.17,111.67,141.33,74.76,84.71,79.08,45.06,99.43,133.72,14.12,189.54,30.52,251.69,119.63,80.34,57.86,72.48,43.98,33.64,16.38,23.76,39.54,17.12,84.67,193.6,67.57,96.57,254.6,63.28,75.4,66.27,58.23,81.88
2017-02-22 00:00:00-05:00,45.93,58.76,44.725,63.84,92.44,50.48,175.36,25.16,95.2,33.215,18.845,105.2,131.68,75.35,84.8,79.84,43.76,97.51,136.1,13.73,189.85,30.31,251.59,119.49,81.05,57.9,73.04,43.94,33.13,15.76,23.75,38.87,16.82,84.09,188.04,67.56,96.69,255.43,63.19,75.41,65.97,58.36,80.92
2017-02-23 00:00:00-05:00,46.1,61.96,43.38,64.01,92.41,50.54,176.86,24.475,92.63,31.84,18.016,105.81,133.3168,76.15,85.13,80.9,43.99,97.57,135.35,13.47,188.27,30.02,251.28,121.68,82.56,57.25,72.71,43.91,31.83,15.98,23.48,39.71,17.04,84.08,184.92,67.17,95.31,254.65,62.81,74.55,67.03,58.475,81.77
2017-02-24 00:00:00-05:00,46.27,62.08,43.54,63.62,92.9,50.57,177.43,24.78,92.56,29.81,18.67,110.09,133.26,77.0,86.06,81.97,42.79,95.49,135.4,13.26,189.58,30.18,247.31,122.72,82.88,58.53,72.83,43.54,31.42,15.73,23.24,39.78,17.47,84.43,185.29,66.18,94.7,250.95,62.68,75.08,66.7,57.81,81.06
2017-02-27 00:00:00-05:00,45.93,59.59,45.36,64.0,92.45,51.13,179.44,24.805,94.46,30.13,18.76,111.77,133.1,76.85,86.13,81.84,43.06,97.91,136.41,13.26,190.4,29.93,249.32,122.4,83.07,58.43,73.13,42.09,31.54,15.85,23.75,41.1,16.78,84.81,186.72,67.64,95.63,253.29,62.37,75.3,67.24,58.06,81.55
2017-02-28 00:00:00-05:00,46.36,61.83,45.19,63.93,101.52,50.38,180.24,24.55,93.7,31.42,18.785,112.48,132.46,77.65,85.55,82.55,43.35,96.99,135.5418,13.39,189.81,29.805,248.09,122.24,82.82,57.8,72.52,41.44,31.19,16.01,23.41,40.41,16.57,74.725,186.0,66.08,94.81,254.16,62.56,74.09,67.94,57.89,81.32
2017-03-01 00:00:00-05:00,46.69,62.83,44.74,64.63,102.71,51.08,183.97,24.965,95.56,30.77,19.365,113.89,134.44,76.23,87.27,81.93,44.63,100.01,137.39,13.98,192.4,30.2,252.79,123.86,83.845,58.88,73.63,41.95,31.04,16.46,24.55,41.73,16.86,74.97,193.52,67.85,96.74,253.67,64.2,75.39,68.46,59.7,83.01
2017-03-02 00:00:00-05:00,45.72,63.23,43.75,63.89,103.07,49.87,182.99,24.99,91.47,31.57,18.03,113.36,132.38,77.22,86.635,82.35,43.47,98.43,136.75,13.3,191.05,30.18,251.03,123.6,82.89,57.56,73.01,47.36,30.42,16.13,24.69,40.29,17.04,75.57,191.11,66.11,94.76,248.55,63.1,73.27,66.4,58.7,83.3
2017-03-03 00:00:00-05:00,46.43,63.32,43.48,64.21,104.79,50.17,182.11,24.97,92.21,29.62,18.059,108.23,132.42,76.55,86.82,81.92,43.36,98.58,137.12,13.2,189.64,30.1,252.86,123.77,83.75,58.84,73.31,48.04,30.215,16.17,25.56,40.37,17.29,72.75,194.28,66.21,94.91,248.75,63.6,75.58,66.08,58.875,82.46
2017-03-06 00:00:00-05:00,44.93,60.86,44.765,63.78,102.1,49.625,180.93,24.75,92.73,29.5,18.242,113.16,134.04,76.26,86.09,81.85,43.94,99.23,137.42,12.89,190.97,30.01,252.02,123.73,83.845,57.57,73.92,47.0,29.65,16.46,25.72,39.86,17.365,71.565,193.96,66.42,95.45,247.23,62.0,73.14,66.42,58.62,82.82
2017-03-07 00:00:00-05:00,44.46,63.68,44.48,63.44,103.78,49.65,182.02,24.48,93.0,30.21,18.8,106.57,133.54,76.11,86.04,81.7,43.54,99.54,137.26,12.68,191.47,29.86,250.95,123.82,82.7,56.84,73.84,46.69,29.17,16.27,25.63,39.295,17.11,70.29,193.75,66.89,95.06,242.57,61.89,72.63,65.625,58.3,82.51
2017-03-08 00:00:00-05:00,44.88,64.15,42.32,63.43,102.74,49.54,181.74,24.52,90.38,28.35,18.75,104.47,126.65,75.12,86.61,80.34,40.73,94.83,137.72,12.435,190.35,29.8,250.186,124.12,83.42,56.69,73.54,47.37,28.67,14.865,25.38,37.93,17.16,70.31,184.25,66.4,96.69,240.93,61.93,73.4521,66.87,58.22,81.03
2017-03-09 00:00:00-05:00,42.96,64.51,44.43,63.2,102.5,49.46,180.58,24.7,88.59,28.08,18.695,110.041,127.78,74.91,87.32,80.06,40.78,95.7,138.25,12.41,190.35,29.675,250.18,125.96,84.55,56.37,73.48,47.01,29.005,16.065,25.15,37.7,17.855,70.43,187.74,66.67,97.14,241.64,62.29,72.55,66.49,58.71,81.68
2017-03-10 00:00:00-05:00,43.91,63.09,43.33,63.1,103.0,50.085,178.71,24.65,92.31,29.42,19.11,105.42,126.7,75.68,87.79,80.65,40.25,94.82,138.82,12.375,190.86,30.3,248.53,126.26,84.38,55.9,73.95,46.82,29.19,16.16,25.18,37.84,17.855,71.24,184.75,67.12,98.18,231.37,63.57,72.35,66.59,58.86,81.63
2017-03-13 00:00:00-04:00,42.37,65.88,43.0,63.19,104.5,50.5,179.09,24.74,89.81,29.41,19.205,109.37,128.85,76.1,87.49,80.89,40.96,94.95,139.59,12.57,191.56,29.87,248.09,126.7,84.14,54.49,74.5,46.42,29.13,15.845,25.69,38.09,17.34,70.29,184.42,67.69,99.04,234.67,63.595,69.84,67.68,58.72,81.43
2017-03-14 00:00:00-04:00,40.86,65.65,42.97,62.88,103.97,50.53,178.75,24.43,91.86,28.69,18.925,107.37,128.5,76.34,86.85,80.87,40.02,94.6,139.32,12.27,189.76,29.53,247.76,127.04,84.41,52.89,73.99,46.28,28.6,15.32,25.58,37.76,17.015,69.29,179.32,67.86,98.79,231.75,62.66,66.54,67.43,58.75,81.0
2017-03-15 00:00:00-04:00,41.73,66.56,45.0,63.225,105.22,51.81,178.7,24.65,93.34,28.85,18.445,108.87,131.61,77.83,87.48,81.99,41.11,97.02,139.7,12.89,191.63,29.76,246.75,128.95,85.89,54.29,74.5,47.09,29.135,15.56,26.11,39.12,17.47,70.61,184.17,68.97,99.1,231.65,63.11,68.17,68.73,58.7,82.0
2017-03-16 00:00:00-04:00,41.77,63.11,43.15,62.92,103.99,51.83,178.12,24.29,90.01,28.72,18.609,107.83,130.17,76.8,86.39,81.61,40.71,95.87,139.99,12.81,190.65,29.74,248.19,128.44,85.0,54.16,74.12,46.88,28.98,15.55,26.03,39.14,17.89,70.87,183.36,68.23,98.11,237.16,61.99,67.56,68.55,59.32,82.06
2017-03-17 00:00:00-04:00,41.37,62.91,44.71,62.41,106.2,52.16,180.09,24.435,92.92,29.27,18.724,107.81,130.47,77.11,86.63,81.78,40.53,96.37,139.77,12.75,193.23,29.87,243.9,128.05,83.96,53.18,74.28,46.465,29.16,15.455,25.79,39.305,18.06,69.48,184.79,67.365,97.93,239.91,61.81,66.76,68.87,58.66,81.98
2017-03-20 00:00:00-04:00,41.35,65.8,43.15,62.37,106.06,52.15,179.41,24.375,92.48,30.37,19.15,107.7,130.66,76.85,86.46,81.18,40.535,95.41,139.94,12.74,191.96,29.75,242.06,128.01,84.04,53.44,74.35,46.8,29.25,15.485,26.21,39.21,18.34,68.42,184.05,67.58,98.18,237.98,62.36,67.48,68.54,57.65,82.0
2017-03-21 00:00:00-04:00,40.4084,65.35,43.24,61.75,104.25,50.94,175.96,24.14,92.41,28.27,18.515,108.02,127.73,78.21,86.26,82.69,39.8,94.53,138.515,12.57,188.69,29.39,232.99,127.26,83.73,51.88,72.34,46.69,28.64,15.05,25.51,38.92,18.25,68.14,182.28,65.55,95.53,224.79,62.25,65.28,67.15,55.85,81.82
