,ACN,AMAT,BBY,BLL,CME,CRM,CSCO,DIS,EA,EQR,EXR,HAS,HD,HPQ,ILMN,INTC,IRM,JNPR,KSS,LOW,MSFT,NKE,NVDA,PAYX,PLD,SNPS,STX,TJX,TSCO,VTR,WDC,WELL,WM
2014-12-01 00:00:00-05:00,86.01,23.75,37.29,16.325,84.62,59.08,27.59,92.71,43.16,70.65,59.09,57.45,98.91,38.53,189.63,37.18,38.825,21.775,57.53,63.17,48.64,48.85,20.58,47.3,42.31,42.975,65.94,32.615,76.44,72.39,102.16,74.49,44.01
2014-12-02 00:00:00-05:00,85.99,23.87,37.195,16.425,71.35,59.25,27.82,93.46,43.63,53.98,59.55,57.46,98.13,38.95,188.14,37.6,38.925,21.54,57.22,63.97,48.46,49.015,20.61,47.41,42.64,43.16,67.53,32.62,76.56,72.47,102.72,74.76,44.3
2014-12-03 00:00:00-05:00,86.5,24.58,36.03,34.73,86.74,58.87,27.95,93.1,45.99,53.89,60.09,57.06,98.48,39.06,191.25,37.44,37.49,22.31,58.2,64.29,48.08,49.24,21.13,47.38,42.7,42.99,66.84,32.925,78.67,72.34,103.14,74.85,44.96
2014-12-04 00:00:00-05:00,86.33,24.4,36.08,16.91,87.24,58.94,27.77,93.22,46.5,71.31,60.13,56.76,98.93,39.07,190.82,37.46,37.38,22.24,56.8,64.54,48.85,49.525,20.96,47.33,42.55,44.64,66.09,32.95,78.18,72.59,103.72,75.27,45.04
2014-12-05 00:00:00-05:00,86.18,25.05,35.62,16.82,88.73,58.83,27.5,88.72,46.65,70.28,59.46,57.2,99.62,39.54,189.85,37.67,37.33,22.33,57.08,64.86,48.41,49.655,21.07,47.39,42.585,44.59,66.39,32.775,78.57,71.07,105.06,74.0,45.23
2014-12-08 00:00:00-05:00,84.97,24.2499,36.62,34.025,88.935,56.42,27.24,88.76,46.01,54.35,59.63,56.55,100.44,38.47,189.9,37.21,37.3,21.705,56.42,66.1,47.69,48.855,20.805,47.1,42.82,43.74,66.24,32.665,78.52,71.68,105.05,74.79,44.99
2014-12-09 00:00:00-05:00,85.17,24.415,36.47,16.55,88.58,56.13,27.42,87.95,45.58,72.21,59.94,56.35,99.655,38.22,187.29,36.895,37.2,21.85,56.79,65.85,47.6,48.51,20.735,46.7,42.95,43.75,65.77,32.705,78.26,72.37,107.79,75.545,44.76
2014-12-10 00:00:00-05:00,83.73,23.78,36.01,16.395,89.04,55.33,26.88,91.64,44.775,72.49,59.39,55.55,98.96,37.36,183.87,36.435,36.97,21.44,56.74,65.13,46.92,48.83,20.265,46.6,42.7,43.19,65.22,32.15,77.14,73.06,107.3,76.12,44.49
2014-12-11 00:00:00-05:00,83.85,23.79,36.63,16.3,88.48,55.49,26.995,87.92,45.12,72.27,58.97,56.27,100.23,38.48,186.92,36.71,37.14,21.37,56.9,65.76,47.18,48.445,20.27,46.87,42.88,43.55,65.51,32.805,77.61,73.69,108.05,76.37,44.88
2014-12-12 00:00:00-05:00,81.91,23.66,36.85,16.1,87.08,55.12,26.87,87.68,44.9,53.97,58.26,56.04,99.82,38.03,184.3,36.23,36.45,21.1,57.29,64.875,46.94,48.11,19.635,46.1,42.24,42.42,64.04,32.808,77.72,74.45,105.61,76.28,44.36
2014-12-15 00:00:00-05:00,81.88,23.395,36.91,32.725,87.95,55.42,26.685,90.88,45.44,53.42,57.46,56.21,100.05,37.62,178.22,35.92,36.93,21.25,58.0,65.25,46.66,47.7,19.56,46.51,41.28,42.31,63.71,33.148,77.61,72.7,105.4,75.15,44.91
2014-12-16 00:00:00-05:00,82.89,23.86,35.77,15.735,87.51,53.7912,26.585,86.41,45.45,53.44,57.33,56.91,97.09,37.37,175.19,35.57,37.16,21.37,57.19,64.23,45.16,46.615,19.34,46.42,41.39,42.08,63.28,32.52,76.31,72.0,104.5,74.5,45.17
2014-12-17 00:00:00-05:00,85.3,24.46,37.46,15.87,89.94,56.99,26.81,91.37,46.07,54.88,58.62,57.38,98.91,38.64,181.21,36.23,38.605,21.43,57.66,65.96,45.74,47.25,20.15,47.175,42.37,42.97,64.99,32.685,76.89,73.24,107.96,76.4,45.32
2014-12-18 00:00:00-05:00,89.74,25.01,38.47,16.43,92.28,59.32,27.648,88.75,47.25,55.41,58.94,58.36,100.67,39.82,187.28,37.02,40.28,21.91,59.44,66.61,47.52,48.5,20.22,47.74,42.68,44.13,67.61,33.54,77.49,71.83,112.36,76.26,46.51
2014-12-19 00:00:00-05:00,90.51,24.89,39.01,34.31,92.37,59.84,27.75,92.96,47.45,55.71,58.87,54.65,101.9,39.93,189.85,36.38,39.76,22.47,59.57,66.95,47.62,47.42,20.42,46.31,42.51,43.96,68.41,33.04,76.38,72.01,113.87,76.47,46.44
2014-12-22 00:00:00-05:00,91.2,25.4,39.24,16.765,77.85,59.86,28.2,90.27,47.85,74.56,59.82,54.33,103.54,39.8,189.43,37.21,39.26,22.67,60.58,67.86,48.0,47.965,20.78,47.03,43.38,44.02,68.63,33.635,77.27,73.53,114.2799,78.01,46.75
2014-12-23 00:00:00-05:00,91.45,25.39,39.68,16.92,77.69,60.5,28.25,94.7001,47.83,56.36,59.43,55.21,103.78,40.38,183.51,37.43,39.43,22.805,61.56,67.93,48.44,47.995,20.64,47.36,43.47,43.97,68.65,34.06,78.46,72.64,113.3,76.665,46.83
2014-12-24 00:00:00-05:00,91.32,25.26,38.9,16.885,77.57,60.31,28.3,94.42,48.04,73.23,59.23,55.23,103.57,40.54,186.22,37.44,39.65,22.84,60.47,67.5,48.15,48.145,20.57,47.065,43.12,43.98,68.82,33.96,77.81,71.75,113.11,76.11,46.79
2014-12-26 00:00:00-05:00,91.28,25.185,39.12,16.835,90.41,60.81,28.37,95.03,48.34,56.26,59.33,55.55,103.78,40.69,188.2,37.56,39.82,22.73,60.2,67.49,47.87,48.415,20.59,47.19,43.45,43.96,68.76,34.035,77.92,72.38,113.13,76.78,46.97
2014-12-29 00:00:00-05:00,90.53,25.31,39.09,16.995,90.19,60.36,28.46,91.52,47.6,73.73,59.905,55.9,104.55,40.69,189.54,37.185,39.85,22.59,60.66,68.58,47.44,48.655,20.565,47.05,43.52,44.08,68.19,34.185,78.68,72.78,113.02,76.63,47.14
2014-12-30 00:00:00-05:00,90.2,25.225,39.38,34.745,89.84,59.4,28.36,90.75,47.38,72.88,59.83,55.04,104.25,40.72,186.46,36.76,39.6,22.68,60.71,68.55,47.02,48.445,20.36,46.86,43.66,43.82,67.26,34.22,77.48,72.88,112.29,76.71,47.17
2014-12-31 00:00:00-05:00,89.31,24.93,38.97,34.085,75.92,59.29,27.81,94.17,47.015,71.86,58.64,55.0,104.95,40.145,184.67,36.295,38.66,22.31,61.05,68.8,46.46,48.055,20.05,46.16,43.02,43.48,66.5,34.29,78.82,71.71,110.69,75.67,46.94
2015-01-02 00:00:00-05:00,88.85,24.94,38.78,34.16,88.08,59.24,27.6,89.84,46.86,56.12,58.95,54.97,103.47,40.25,185.41,36.35,38.96,22.46,59.58,67.72,46.75,47.51,20.125,46.23,43.43,43.08,66.01,33.985,78.07,73.26,110.45,76.93,47.33
2015-01-05 00:00:00-05:00,87.4,24.16,37.81,16.185,88.64,58.2,27.07,92.44,46.57,74.08,60.25,55.13,101.31,39.59,190.75,35.96,39.16,22.21,59.23,66.11,46.33,46.77,19.8,46.33,43.43,42.53,65.64,33.605,76.47,73.68,109.02,77.89,46.85
2015-01-06 00:00:00-05:00,86.69,23.24,37.5,32.835,87.29,57.19,27.04,91.91,45.95,74.46,61.55,54.41,100.98,39.25,188.3,35.27,39.49,21.89,59.14,66.21,45.6,46.485,19.18,45.99,43.54,42.15,63.84,33.43,75.29,75.28,106.59,78.89,46.89
2015-01-07 00:00:00-05:00,88.52,23.47,38.53,33.135,88.3,56.93,27.31,92.8,46.81,75.57,62.44,54.68,104.39,39.73,195.05,36.03,39.565,22.39,61.3,68.18,46.23,47.435,19.14,46.83,44.19,42.24,64.26,34.12,77.73,76.42,108.14,79.69,46.93
2015-01-08 00:00:00-05:00,89.91,24.21,39.13,16.33,88.73,58.61,27.52,93.76,48.12,76.44,63.38,54.995,106.69,40.695,196.78,36.695,40.3,23.04,61.5,69.63,47.59,48.5,19.86,47.57,44.23,42.87,65.43,34.315,80.915,76.05,110.38,79.41,47.47
2015-01-09 00:00:00-05:00,89.8,24.25,38.07,16.005,88.79,58.19,27.78,94.3,47.51,58.86,63.15,53.21,104.9,40.68,194.73,36.76,39.485,23.05,60.22,68.33,47.19,48.015,19.94,47.15,44.16,42.93,66.44,33.88,79.92,76.1,112.21,79.51,47.13
2015-01-12 00:00:00-05:00,89.53,23.66,39.1,15.935,87.61,57.73,28.05,94.48,47.06,77.91,64.03,52.61,104.41,39.93,190.045,36.615,39.33,22.45,60.62,67.9,46.61,47.935,19.69,47.07,44.6,42.49,65.05,33.7,79.27,76.93,110.31,80.7,47.07
2015-01-13 00:00:00-05:00,89.86,23.33,39.11,15.86,87.12,57.98,28.1,91.22,46.41,77.09,64.11,51.92,103.75,39.82,185.08,36.51,39.7,22.4,60.63,67.86,46.355,47.51,19.66,47.09,43.73,42.4,64.74,33.58,78.57,77.24,109.4,80.87,47.11
2015-01-14 00:00:00-05:00,88.8,23.01,39.915,15.865,72.8,57.25,27.92,94.19,46.9,78.11,64.79,52.2,102.62,39.45,182.25,36.34,40.01,22.25,59.91,67.4,45.95,46.855,19.74,47.13,43.73,42.23,64.59,33.12,77.37,77.61,108.74,81.9,47.38
2015-01-15 00:00:00-05:00,88.06,23.32,34.29,15.735,84.87,55.11,27.42,90.42,46.65,60.03,65.42,51.96,101.01,38.195,180.82,36.2,40.36,21.38,58.56,66.35,45.48,46.41,19.6,47.08,43.76,41.73,62.29,32.64,75.19,77.6,104.7,83.12,47.39
2015-01-16 00:00:00-05:00,88.9,23.465,34.99,32.44,72.82,56.63,27.68,91.21,48.09,60.69,66.7,52.53,104.1,38.34,183.74,36.41,40.32,21.64,59.35,67.97,46.22,46.475,19.96,47.29,44.14,42.42,63.41,33.365,76.52,78.07,106.37,84.29,47.78
2015-01-20 00:00:00-05:00,88.63,23.63,34.03,32.39,73.26,57.36,28.07,90.79,47.81,59.61,66.26,52.07,103.26,38.62,196.695,36.09,40.745,21.73,58.35,66.53,46.39,46.818,20.02,47.535,43.83,42.17,63.12,33.105,75.69,78.86,106.59,83.37,48.39
2015-01-21 00:00:00-05:00,88.35,24.315,34.1,32.685,73.26,57.71,27.84,94.18,48.08,77.75,66.14,52.83,103.57,38.58,191.72,36.48,39.91,21.83,58.67,67.33,45.91,46.76,20.3,47.34,44.02,42.42,63.29,33.015,77.09,78.35,106.59,82.45,48.22
2015-01-22 00:00:00-05:00,89.52,24.625,34.89,16.005,88.54,58.04,28.5,91.18,49.36,79.29,66.96,53.84,106.09,40.08,193.89,36.92,40.33,22.04,60.21,69.57,47.12,47.935,20.64,47.95,45.13,43.18,63.94,33.755,79.74,80.0,105.29,83.01,48.27
2015-01-23 00:00:00-05:00,89.23,24.12,35.02,15.475,88.52,58.63,28.215,94.69,49.8,79.8,66.485,54.94,105.38,40.06,197.15,36.45,40.74,22.02,60.19,69.71,47.18,48.08,20.72,48.38,45.3,43.53,63.98,33.815,79.73,80.42,106.11,83.22,48.47
2015-01-26 00:00:00-05:00,89.09,24.24,35.83,32.075,76.04,59.8,27.9645,91.01,49.47,80.09,66.73,54.84,106.34,38.83,201.65,35.8,40.85,22.15,61.43,70.45,47.05,48.175,20.61,48.17,45.83,44.02,59.06,34.065,81.79,80.62,101.02,83.06,48.66
2015-01-27 00:00:00-05:00,86.18,23.58,35.41,15.465,87.38,57.8,26.905,94.0,48.41,61.34,66.87,54.63,105.19,37.36,203.25,34.19,40.36,21.83,61.09,69.86,42.67,47.28,19.59,47.67,47.14,43.69,57.07,34.14,80.57,80.75,97.62,83.0,48.6
2015-01-28 00:00:00-05:00,84.37,23.37,35.14,15.355,85.16,56.36,26.81,92.68,54.61,79.63,67.22,55.05,104.75,37.16,197.86,33.78,40.17,22.65,60.81,69.23,41.2,46.66,19.31,46.87,46.43,43.38,57.53,33.645,79.92,80.75,99.85,83.04,48.14
2015-01-29 00:00:00-05:00,85.64,23.62,36.1,31.94,86.21,58.13,27.22,93.23,55.32,79.38,67.4,55.79,107.62,37.745,200.0,34.2,40.68,22.72,60.75,69.95,42.02,47.405,19.78,46.38,46.24,43.74,58.68,33.805,83.26,80.9412,101.06,83.75,48.06
2015-01-30 00:00:00-05:00,84.05,22.845,35.19,15.34,85.29,56.47,26.37,87.17,54.87,77.69,65.98,54.93,104.49,36.13,195.27,33.05,39.835,22.74,59.7,67.79,40.42,46.12,19.21,45.27,45.16,42.99,56.4399,32.975,81.16,79.82,97.25,81.98,47.04
2015-02-02 00:00:00-05:00,85.82,22.855,34.97,32.17,87.09,57.28,26.83,91.9299,54.97,58.94,66.15,54.7,104.41,36.47,194.75,33.64,39.66,22.56,61.46,68.4,41.28,45.96,19.615,45.96,45.15,43.19,57.8,32.94,81.37,79.81,98.4,81.93,47.15
2015-02-03 00:00:00-05:00,87.91,23.44,35.9501,15.83,87.26,58.6,27.12,94.09,54.51,77.94,66.67,56.15,107.2,37.77,193.0,33.7,40.19,23.21,62.93,69.62,41.59,46.655,20.105,46.9,45.21,44.22,59.25,33.65,83.1,79.7,100.69,81.75,47.78
2015-02-04 00:00:00-05:00,87.36,23.625,36.22,33.09,89.19,59.0,26.69,97.06,54.55,60.35,66.69,56.59,108.41,37.91,192.04,33.59,40.55,22.73,66.84,70.68,41.83,46.255,20.17,47.07,45.17,44.2,59.92,33.93,83.36,78.55,104.02,80.71,47.76
2015-02-05 00:00:00-05:00,88.48,23.97,36.09,17.45,90.84,59.25,27.26,102.64,56.4,61.36,67.97,56.14,108.98,37.94,194.43,33.93,41.07,23.24,67.72,71.47,42.46,46.665,20.49,47.48,45.79,44.11,60.41,34.215,83.5,79.35,104.12,81.62,48.11
2015-02-06 00:00:00-05:00,88.14,24.235,37.35,35.315,80.68,59.16,27.245,102.03,55.15,78.12,66.17,55.73,109.03,37.96,192.44,33.3,40.89,23.43,69.3,71.91,42.42,45.89,20.4,47.74,44.66,43.865,59.94,34.12,82.94,76.01,103.4,77.29,47.96
2015-02-09 00:00:00-05:00,87.35,23.515,37.06,35.315,93.81,57.97,27.13,101.72,54.27,59.53,65.46,59.67,108.32,37.63,192.21,32.94,39.53,23.16,69.62,70.94,42.35,45.58,20.39,47.43,44.66,43.69,60.39,33.75,82.43,75.75,102.61,77.08,48.04
2015-02-10 00:00:00-05:00,87.5,24.27,38.07,35.965,94.63,58.75,27.48,101.89,54.75,77.69,65.17,61.61,110.65,37.88,194.0,33.71,39.75,23.1,69.58,71.75,42.6,46.37,20.94,47.92,44.875,44.13,60.2,34.141,83.24,76.66,104.08,77.49,48.2
2015-02-11 00:00:00-05:00,87.93,24.25,38.26,36.205,94.81,58.8,26.92,101.8,54.945,77.97,64.89,61.2,110.3,38.16,195.71,33.53,39.84,23.29,69.45,71.42,42.37,45.65,20.81,48.16,44.4,44.42,60.8,34.175,82.45,76.5,106.09,77.22,48.07
2015-02-12 00:00:00-05:00,89.08,24.14,39.19,17.935,95.27,61.26,29.47,99.26,56.2,61.05,65.65,62.15,112.16,38.36,196.82,34.13,40.46,23.64,68.8,72.17,43.08,46.0,22.3,48.41,44.76,44.88,61.17,34.44,83.26,77.0,107.2,77.43,48.2
2015-02-13 00:00:00-05:00,89.79,24.12,39.105,18.15,93.89,62.845,29.43,104.19,56.39,78.76,65.33,62.74,111.88,38.55,198.65,34.36,39.35,23.84,68.24,72.03,43.86,46.02,22.305,48.76,43.79,44.905,61.82,34.615,84.26,76.61,107.64,77.11,46.91
2015-02-17 00:00:00-05:00,89.28,24.13,39.27,18.02,80.67,62.05,29.3099,99.78,56.76,78.99,64.69,62.46,111.97,38.53,198.86,34.74,39.03,23.93,68.83,72.45,43.575,45.905,22.38,48.755,43.7,44.75,61.14,34.28,84.54,76.45,106.75,76.93,49.33
2015-02-18 00:00:00-05:00,89.44,24.105,39.12,18.69,80.29,62.98,29.49,103.85,57.6,79.98,65.44,62.12,112.02,38.145,198.76,34.27,39.51,23.75,68.75,72.52,43.53,46.815,22.115,48.96,43.95,45.16,61.18,33.83,84.87,77.84,109.0,78.07,49.96
2015-02-19 00:00:00-05:00,90.27,24.935,39.12,17.89,80.65,62.82,29.31,103.93,57.15,59.31,63.76,61.79,110.91,38.4,202.38,34.23,38.82,24.0,68.37,72.29,43.51,46.85,22.18,49.23,42.84,46.53,61.46,33.905,85.57,76.34,109.85,76.18,49.74
2015-02-20 00:00:00-05:00,90.5,25.13,39.28,36.6,94.26,63.74,29.6,104.54,57.67,78.64,65.6,61.83,112.23,38.39,203.08,34.415,36.71,24.21,69.52,73.55,43.86,47.465,22.33,49.55,43.02,46.98,62.19,34.353,88.11,77.44,111.33,78.05,49.85
2015-02-23 00:00:00-05:00,90.56,24.9,38.98,17.865,94.99,62.59,29.62,104.94,57.54,79.94,66.07,62.02,112.21,38.19,200.93,33.75,36.29,24.13,69.99,73.72,44.15,47.495,22.16,49.53,43.46,46.815,61.99,34.195,88.38,77.54,111.07,78.68,49.91
2015-02-24 00:00:00-05:00,90.86,25.37,38.27,36.275,82.36,61.92,29.64,104.69,57.62,78.0,65.37,62.05,116.85,38.48,199.7,34.42,36.58,24.45,69.97,74.69,44.1,47.72,22.31,49.97,42.6868,47.06,60.7,33.545,89.08,74.55,108.97,76.81,49.82
2015-02-25 00:00:00-05:00,90.59,25.11,38.3,17.48,96.52,62.85,29.49,105.56,57.4,59.4,66.36,62.07,116.25,34.66,196.23,33.94,36.49,24.49,70.9,74.42,43.98,48.415,22.14,49.93,42.9,47.2,60.02,34.685,89.98,74.38,106.17,77.63,49.87
2015-02-26 00:00:00-05:00,90.3,24.92,37.55,36.215,96.02,70.24,29.91,104.53,57.72,58.74,65.45,62.5,115.41,34.0,198.46,33.65,36.86,24.1,71.72,74.15,44.05,48.485,22.2,49.94,42.43,46.71,60.69,34.035,88.88,73.78,107.34,76.07,49.64
2015-02-27 00:00:00-05:00,90.04,25.05,38.1,17.405,95.92,69.39,29.51,99.74,57.17,77.03,65.78,62.31,114.82,34.84,195.45,33.27,36.76,23.92,73.79,74.08,43.84,48.56,22.0501,49.83,42.71,46.41,61.11,34.325,88.16,74.48,106.98,77.09,49.83
2015-03-02 00:00:00-05:00,91.32,25.63,38.62,36.325,83.17,68.45,30.175,105.84,57.44,77.57,66.48,63.145,116.05,34.92,194.01,34.06,37.5,24.01,74.25,75.075,43.87,49.37,22.6,50.4,42.69,46.92,61.56,34.74,89.3,74.65,108.79,77.36,50.16
2015-03-03 00:00:00-05:00,90.85,24.49,39.17,17.545,83.15,66.92,29.56,106.35,56.68,77.26,66.23,62.7,116.04,34.58,196.07,34.09,37.4,23.87,74.49,75.01,43.27,48.985,22.18,49.33,42.64,46.475,58.83,34.31,86.6,74.53,105.58,77.57,50.47
2015-03-04 00:00:00-05:00,90.91,24.265,39.79,17.305,82.63,64.88,29.33,105.56,57.2,76.81,65.31,62.46,114.77,34.2,192.64,34.12,36.49,23.22,74.305,74.0,43.06,48.76,22.445,48.79,42.38,46.25,58.09,34.145,85.12,73.03,105.36,76.71,50.36
2015-03-05 00:00:00-05:00,92.04,24.175,39.62,17.23,96.83,65.59,29.29,100.65,57.37,77.34,65.86,62.43,115.9,33.98,200.14,33.72,36.59,23.14,73.74,74.56,43.09,49.225,22.865,49.17,42.66,46.31,58.42,34.355,85.35,72.91,105.38,76.69,50.19
2015-03-06 00:00:00-05:00,90.68,23.905,39.71,17.185,82.14,64.56,28.92,103.82,56.37,57.36,64.21,61.64,114.46,33.17,193.15,33.19,36.28,23.55,73.36,73.47,42.365,48.44,22.55,48.95,41.4,45.91,56.91,34.015,84.7,69.9,102.54,73.57,49.41
2015-03-09 00:00:00-04:00,90.78,24.1,39.82,17.07,96.6,65.47,29.36,105.25,56.66,75.81,64.34,61.96,115.2453,32.96,192.93,32.71,36.55,23.92,73.73,74.26,42.83,48.715,22.61,49.27,41.445,45.95,56.97,34.115,85.39,69.99,102.59,74.4,49.43
2015-03-10 00:00:00-04:00,88.07,23.515,39.97,16.995,82.03,63.77,28.66,103.231,55.05,75.98,63.95,61.36,112.67,32.675,193.19,31.72,36.23,23.38,73.93,73.1,42.045,48.27,22.99,49.0,41.16,45.09,54.41,33.815,84.06,69.52,99.38,74.94,48.73
2015-03-11 00:00:00-04:00,86.86,23.46,40.22,34.49,82.89,63.68,28.265,102.89,55.09,75.77,63.99,60.9,113.11,32.6155,190.29,32.34,35.98,23.445,73.84,73.07,41.98,47.675,22.875,48.99,41.735,45.34,54.36,33.575,84.75,69.12,97.9,74.23,48.53
2015-03-12 00:00:00-04:00,88.19,23.78,40.84,16.975,83.78,64.97,28.24,107.16,55.06,58.96,64.92,61.66,116.09,32.71,188.15,30.78,36.67,23.57,74.42,74.94,41.01,48.525,22.66,50.27,42.55,45.63,54.54,34.345,87.25,70.33,98.57,75.27,48.9
2015-03-13 00:00:00-04:00,87.86,24.25,40.53,34.59,83.35,64.6,27.93,106.42,55.3,58.88,64.68,60.72,114.85,32.43,188.12,30.93,36.88,23.43,74.1,74.17,41.37,47.91,22.7,49.91,42.43,45.71,53.75,34.0,86.28,70.11,97.18,74.99,49.11
2015-03-16 00:00:00-04:00,88.87,24.575,41.63,35.2,100.05,66.43,28.3,107.34,55.82,60.32,65.05,61.5,116.47,32.365,196.72,30.83,37.585,23.66,74.19,75.42,41.54,48.22,22.97,51.01,42.79,46.35,54.84,34.325,88.31,70.69,98.19,75.19,50.1
2015-03-17 00:00:00-04:00,88.84,24.205,41.63,34.875,99.75,67.55,28.11,106.99,54.18,78.63,65.14,61.6,115.59,32.43,194.5,30.6,37.74,23.5,74.33,74.56,41.7,48.275,23.25,51.01,42.79,46.06,53.66,34.145,87.73,70.29,96.61,74.66,50.17
2015-03-18 00:00:00-04:00,90.93,24.37,41.77,35.48,85.21,68.5531,28.145,103.47,55.63,61.47,66.55,61.43,116.07,33.03,195.25,30.89,38.57,23.77,74.94,74.52,42.5,48.737,22.88,51.295,43.51,46.52,55.31,33.98,88.2,71.49,97.9,76.94,50.72
2015-03-19 00:00:00-04:00,90.17,24.08,41.6,17.125,99.68,68.88,28.265,107.38,55.95,61.37,66.97,61.1,115.19,32.86,199.93,30.74,38.27,23.65,75.61,74.55,42.28,49.14,23.21,51.24,43.69,46.77,55.7,34.085,88.01,71.86,99.3,76.78,50.41
2015-03-20 00:00:00-04:00,91.28,24.135,40.81,35.595,85.86,67.69,28.43,108.43,57.29,62.91,69.21,61.1,117.5249,33.29,195.94,31.326,38.675,23.695,75.65,75.25,42.76,51.13,23.49,51.6,44.395,47.1,56.5,34.74,88.94,73.93,100.43,79.06,50.24
2015-03-23 00:00:00-04:00,91.54,23.97,40.86,17.41,98.76,67.88,28.41,108.23,57.27,81.46,69.31,61.38,116.08,33.46,191.99,31.2,38.31,23.86,75.6,75.37,42.85,50.735,22.71,51.27,44.74,46.73,55.85,34.74,88.17,74.07,99.65,79.4,50.58
2015-03-24 00:00:00-04:00,89.4,23.89,40.84,35.76,97.34,67.37,28.01,107.13,57.97,80.85,68.44,61.49,116.16,33.33,190.78,30.78,37.81,23.41,75.02,75.59,42.91,50.345,22.395,51.31,44.38,46.44,55.33,35.045,87.57,73.42,97.94,79.1,50.3
2015-03-25 00:00:00-04:00,88.21,22.62,39.43,17.02,94.27,65.785,27.47,105.02,56.08,78.83,67.15,60.68,113.69,32.21,183.28,29.87,36.42,22.7,74.708,74.26,41.46,49.49,21.03,49.2,43.63,45.7,53.61,34.765,85.9,72.0,94.62,77.95,49.61
2015-03-26 00:00:00-04:00,94.19,22.41,38.4,16.925,94.79,66.01,27.08,105.26,56.07,60.43,67.25,60.56,112.38,32.02,184.45,30.08,36.38,22.31,74.99,72.85,41.2,49.67,20.97,49.01,43.07,45.61,53.52,34.525,85.23,71.65,93.64,77.42,49.18
2015-03-27 00:00:00-04:00,93.95,22.84,38.48,16.825,94.66,66.55,27.12,105.44,58.24,60.39,66.96,61.02,113.85,31.4901,187.2,32.0,36.62,22.29,75.31,73.66,41.01,49.925,21.38,49.56,43.03,45.78,52.755,34.795,86.17,72.31,92.74,77.77,49.18
2015-03-30 00:00:00-04:00,94.44,22.77,38.745,17.205,82.03,66.86,27.64,101.7,59.48,60.73,68.23,62.57,114.65,31.58,187.7,31.46,36.74,22.54,76.645,74.78,40.94,50.445,21.47,50.01,43.95,46.44,53.08,35.235,86.58,73.68,92.91,78.69,49.74
2015-03-31 00:00:00-04:00,93.69,22.56,37.79,35.31,94.71,66.84,27.525,104.9299,58.83,77.87,67.57,63.24,113.61,31.16,185.68,31.27,36.47,22.58,78.25,74.37,40.65,50.17,20.93,49.615,43.56,46.32,52.03,35.03,85.07,73.04,90.99,77.39,49.95
2015-04-01 00:00:00-04:00,93.55,22.395,37.21,35.145,94.5,66.08,27.24,101.04,57.27,77.56,67.33,63.8,113.13,31.31,182.15,30.8,36.3,22.495,78.17,74.39,40.71,49.795,21.01,49.49,43.37,46.315,51.79,34.475,84.7,73.04,92.35,77.2,49.41
2015-04-02 00:00:00-04:00,94.16,22.26,38.22,17.08,92.9,66.69,27.13,105.95,57.64,78.3,67.86,63.44,114.55,31.38,183.06,30.81,37.15,22.585,79.07,74.83,40.29,49.83,21.06,49.24,43.58,46.46,52.44,34.655,85.63,73.23,93.0,77.83,49.64
2015-04-06 00:00:00-04:00,95.72,22.16,38.21,17.505,92.09,67.95,27.22,105.64,57.12,79.07,68.39,64.16,114.99,31.83,182.825,31.05,37.76,22.69,78.83,75.08,41.55,49.885,21.67,49.2,44.4,46.88,52.74,34.658,86.24,76.91,93.2,79.43,50.24
2015-04-07 00:00:00-04:00,96.38,21.98,38.065,17.305,77.97,68.19,27.38,101.03,57.8,77.71,67.7,63.61,114.26,31.43,182.76,31.25,36.8,23.42,78.35,74.09,41.53,49.785,21.86,49.135,43.34,47.0,53.755,34.31,85.37,74.97,94.12,78.13,50.42
2015-04-08 00:00:00-04:00,95.14,22.39,38.36,36.285,77.78,68.21,27.55,106.34,58.16,78.06,68.26,64.05,115.58,31.51,185.302,31.32,37.56,23.35,77.75,74.81,41.42,50.415,22.03,49.34,43.5,47.6,53.31,34.66,85.57,75.12,93.93,78.25,50.3
2015-04-09 00:00:00-04:00,95.45,22.5,38.7,36.045,90.86,67.73,27.62,102.32,57.51,75.895,66.94,64.21,114.61,31.55,186.34,31.24,37.375,23.66,77.655,74.26,41.48,50.35,22.52,49.39,42.38,47.655,54.7,34.305,86.01,74.11,94.02,76.695,50.63
2015-04-10 00:00:00-04:00,94.69,22.51,38.57,17.575,79.43,67.65,28.05,106.97,58.36,75.64,67.11,64.21,115.24,32.12,188.21,31.93,37.16,23.75,78.39,74.91,41.72,50.0,22.76,49.28,42.48,47.81,55.59,34.26,87.27,74.07,95.89,76.17,50.78
2015-04-13 00:00:00-04:00,93.51,22.34,38.33,36.275,79.22,67.05,27.99,102.07,57.34,75.35,66.9,63.87,114.41,32.74,190.36,31.74,36.91,23.6,77.73,73.78,41.77,49.635,22.55,49.06,42.43,47.47,55.39,34.065,87.5,73.34,95.51,75.54,50.51
2015-04-14 00:00:00-04:00,93.83,22.2,37.8,17.695,78.51,66.94,27.82,102.21,57.07,76.085,66.97,64.48,114.085,32.54,188.17,31.4701,36.89,23.99,76.57,73.99,41.65,49.775,22.37,48.89,42.85,47.42,55.77,33.645,87.31,73.865,96.2,76.19,49.96
