,ACN,AMAT,BBY,BLL,CME,CRM,CSCO,DIS,EA,EQR,EXR,HAS,HD,HPQ,ILMN,INTC,IRM,JNPR,KSS,LOW,MSFT,NKE,NVDA,PAYX,PLD,SNPS,STX,TJX,TSCO,VTR,WDC,WELL,WM
2008-05-14 00:00:00-04:00,38.09,19.91,44.85,3.121,12.646,17.35,25.74,34.75,52.77,25.83,16.39,36.61,29.09,45.64,39.43,23.82,29.9,27.2199,49.54,24.92,29.89,16.868,22.06,36.33,59.55,24.95,21.28,7.85,8.583,47.76,33.9,49.46,26.54
2008-05-15 00:00:00-04:00,38.24,19.64,45.28,3.186,12.626,17.308,26.51,30.52,51.52,44.36,16.56,37.2,29.51,46.76,39.045,24.99,29.92,28.1601,50.58,25.1,30.47,17.03,23.77,36.83,59.82,24.94,21.34,8.008,8.75,48.54,33.97,50.04,26.59
2008-05-16 00:00:00-04:00,38.29,19.57,45.06,3.173,95.944,17.15,26.54,30.45,49.55,44.05,16.75,36.26,29.08,47.22,39.12,24.99,29.76,28.89,49.21,24.93,30.0,16.868,24.39,36.53,59.32,24.97,21.88,7.958,8.475,48.09,35.48,48.91,26.55
2008-05-19 00:00:00-04:00,38.46,19.5,44.09,3.096,12.886,4.135,26.33,34.71,48.43,26.18,16.71,35.59,28.81,46.75,39.56,24.86,29.95,29.04,48.09,24.2,29.46,16.938,23.88,36.3,59.69,25.07,20.81,7.913,8.25,48.15,35.2,48.77,26.08
2008-05-20 00:00:00-04:00,37.8,19.09,43.38,3.083,96.966,3.938,25.84,29.74,49.05,25.47,16.58,35.37,27.34,46.55,39.415,24.1185,29.55,28.07,47.45,23.78,28.77,16.775,23.28,36.23,58.52,24.75,20.54,7.848,8.09,47.44,34.79,48.54,26.11
2008-05-21 00:00:00-04:00,37.21,18.9,42.63,13.235,12.352,15.723,25.34,33.68,48.95,41.92,16.43,34.47,26.93,44.78,38.675,23.68,29.48,27.53,45.27,23.35,28.23,16.3,23.09,36.17,56.99,24.75,20.47,7.758,7.945,46.37,34.63,47.45,26.0
2008-05-22 00:00:00-04:00,37.24,19.19,42.84,3.044,92.65,4.156,25.57,29.32,48.65,41.68,16.47,34.37,26.88,44.95,38.675,23.89,29.67,27.57,44.68,23.49,28.45,16.263,23.66,34.86,57.01,25.87,20.88,7.825,8.025,46.13,35.77,47.15,26.25
2008-05-23 00:00:00-04:00,37.01,18.95,43.24,3.023,91.394,4.189,25.09,28.99,48.34,24.13,16.62,34.32,26.77,45.0,38.11,23.4195,29.09,27.33,43.22,23.3,28.05,16.195,23.12,34.14,56.44,25.29,20.72,7.805,8.11,46.29,35.29,47.13,26.26
2008-05-27 00:00:00-04:00,37.66,19.57,43.24,3.029,12.09,17.038,25.61,33.66,49.67,41.55,16.83,34.9,27.31,45.68,38.25,23.6,28.96,28.02,44.04,23.52,28.45,16.493,23.38,34.62,57.96,25.53,20.66,7.923,8.335,46.91,35.95,47.68,26.53
2008-05-28 00:00:00-04:00,38.43,19.53,44.02,3.061,87.326,17.555,25.56,33.84,49.08,41.75,16.75,34.99,27.46,46.52,38.44,23.47,29.49,27.99,44.4,24.19,28.21,16.855,23.59,34.46,58.37,25.89,20.59,7.95,8.458,47.13,36.82,47.99,26.52
2008-05-29 00:00:00-04:00,39.99,19.61,46.1,13.428,87.46,4.469,26.22,33.81,50.05,42.65,16.69,35.71,27.71,46.82,39.15,23.14,29.65,27.58,45.33,24.4,28.26,17.083,23.4999,35.01,59.14,26.07,20.69,8.04,8.5,47.17,36.91,48.24,26.8
2008-05-30 00:00:00-04:00,40.84,19.78,46.72,13.583,85.892,18.078,26.71,29.31,50.2,42.21,16.61,36.18,27.4,47.0,39.2,23.1177,29.94,27.43,44.76,24.02,28.23,17.068,24.7,34.51,58.94,26.32,21.38,8.005,8.543,47.61,37.48,48.34,27.1
2008-06-02 00:00:00-04:00,40.7,19.48,46.01,3.13,82.618,4.456,26.35,29.05,49.03,41.81,16.58,36.13,27.14,46.14,39.375,23.22,29.67,27.06,44.32,24.07,27.8017,16.77,24.82,33.81,58.47,26.03,21.34,7.895,8.685,47.18,37.05,48.0,26.98
2008-06-03 00:00:00-04:00,40.72,18.93,45.77,13.398,80.286,17.985,26.32,33.2,48.57,42.89,16.24,37.0,27.08,46.21,39.32,22.94,29.98,26.59,44.72,23.97,27.31,16.748,23.99,33.61,58.94,25.85,21.65,8.012,8.75,47.18,38.51,48.24,27.08
2008-06-04 00:00:00-04:00,40.42,19.25,46.47,3.036,75.496,18.115,26.75,34.37,48.93,43.62,16.39,38.83,27.16,46.83,39.575,23.47,30.51,27.02,45.24,24.06,27.54,16.99,24.22,33.6,58.09,26.0,21.84,8.057,8.86,47.64,38.6,48.6,27.18
2008-06-05 00:00:00-04:00,41.04,19.31,47.53,3.083,80.586,18.473,27.53,30.09,49.54,44.11,16.59,39.23,27.89,48.44,39.865,23.88,31.02,26.83,46.89,24.6,28.21,17.503,24.9,33.99,58.65,26.25,22.1,8.243,8.955,48.82,39.97,49.12,27.5
2008-06-06 00:00:00-04:00,39.92,18.91,44.32,13.03,77.992,17.755,26.55,28.8,47.55,25.06,16.21,37.57,27.18,47.54,39.375,22.9,30.25,26.66,44.31,23.53,27.5,16.993,24.0399,33.2,56.32,25.41,22.28,7.893,8.315,46.83,38.93,48.0,26.95
2008-06-09 00:00:00-04:00,39.17,18.93,44.15,2.944,10.396,4.348,26.44,33.21,46.93,41.43,16.03,38.45,26.54,47.68,39.5,22.828,30.45,26.86,43.31,23.23,27.75,17.13,23.8,33.34,54.88,25.16,21.71,7.863,8.015,46.1,38.8,47.05,38.21
2008-06-10 00:00:00-04:00,39.47,18.97,45.03,12.61,10.418,17.813,26.38,33.8,46.16,41.7,16.02,39.09,26.71,47.57,38.965,22.68,30.2,26.49,43.86,23.31,27.91,17.103,22.25,33.31,55.06,25.0,21.01,8.075,8.315,46.11,39.23,47.04,27.38
2008-06-11 00:00:00-04:00,38.57,18.73,43.49,2.849,77.498,4.344,25.66,33.34,46.07,24.34,15.6,37.47,25.9,46.46,37.545,21.82,29.41,25.05,42.68,22.87,27.13,16.878,21.26,32.52,54.26,24.87,20.54,7.84,7.995,45.05,37.35,46.48,26.4
2008-06-12 00:00:00-04:00,38.82,19.37,44.18,12.648,79.292,4.378,25.99,29.0,45.99,41.62,15.62,37.87,26.5,47.01,37.985,22.04,29.2,24.55,43.83,23.3,28.26,16.708,21.38,32.9,54.54,24.91,20.24,8.08,8.045,45.39,37.1,46.52,27.05
2008-06-13 00:00:00-04:00,39.18,20.07,45.62,3.006,11.076,18.2,26.36,33.9,46.99,42.57,15.9,38.98,27.53,47.49,39.275,22.66,29.51,24.19,45.53,24.13,29.05,17.228,21.3099,33.64,55.2,25.0,20.29,8.258,8.088,46.2,37.5,47.2,27.91
2008-06-16 00:00:00-04:00,39.54,20.79,46.0,13.015,11.198,18.175,26.26,29.35,47.06,43.31,15.93,39.26,27.47,47.58,40.375,22.86,30.0,24.11,44.72,24.02,28.91,17.1,21.01,33.67,56.82,25.14,20.98,8.34,8.015,47.0,38.59,47.7,38.47
2008-06-17 00:00:00-04:00,39.24,20.45,43.27,2.969,88.34,4.503,25.96,33.13,46.76,24.73,15.46,38.8,26.85,47.28,40.665,22.57,30.15,23.59,44.73,23.43,28.8,17.015,20.51,33.01,54.1,25.06,20.83,8.14,8.008,44.74,39.2,46.63,27.55
2008-06-18 00:00:00-04:00,38.79,20.31,42.8,2.968,88.51,4.436,25.28,32.99,46.96,24.27,15.47,37.83,26.54,46.65,40.665,22.29,30.34,22.59,43.49,23.11,28.46,16.99,19.91,32.58,53.53,24.98,20.65,8.05,7.915,43.62,39.25,46.12,27.83
2008-06-19 00:00:00-04:00,39.69,20.49,43.57,2.999,88.6,18.39,25.54,28.69,48.44,41.56,15.93,38.03,27.16,46.61,41.975,22.85,30.45,23.32,45.25,23.57,28.95,16.94,19.84,33.25,55.12,24.8,20.98,8.273,8.203,44.97,39.29,47.0,27.94
2008-06-20 00:00:00-04:00,39.19,20.13,42.03,12.93,11.46,18.275,24.64,31.96,47.03,40.4,15.73,37.21,26.23,45.69,42.305,22.39,30.14,22.73,43.41,22.8,28.25,16.673,19.72,32.42,53.24,24.55,20.21,8.123,7.933,43.56,37.42,46.01,27.37
2008-06-23 00:00:00-04:00,38.97,19.76,41.21,12.81,87.442,18.623,24.55,28.25,46.04,39.27,15.31,37.0,25.04,45.53,41.35,22.38,30.15,22.98,41.95,21.79,27.99,16.748,19.35,32.01,51.67,24.45,19.89,8.015,7.623,42.94,36.05,44.92,38.6
2008-06-24 00:00:00-04:00,38.36,19.98,41.04,12.288,86.586,17.693,24.48,32.2,46.14,23.59,15.49,37.46,25.31,45.01,41.4,22.41,29.21,23.1,41.15,21.93,27.73,16.495,20.0,31.6,51.73,24.13,19.7,7.95,7.498,42.74,36.17,45.3,27.18
2008-06-25 00:00:00-04:00,39.42,20.62,41.7,12.423,11.414,17.663,24.7,32.47,45.83,40.22,15.7,38.34,25.49,45.62,42.435,22.66,29.08,23.35,42.02,22.17,28.35,16.5,20.1,32.08,52.37,24.84,20.05,8.153,7.508,43.05,36.6,45.74,27.65
2008-06-26 00:00:00-04:00,38.78,19.4,40.1,2.749,81.488,4.21,23.82,27.5,44.39,38.38,15.32,36.78,24.61,44.63,41.75,21.6,28.34,22.42,40.55,21.2,27.76,14.875,19.07,32.05,51.09,24.18,19.53,7.973,7.253,41.82,35.29,44.78,26.71
2008-06-27 00:00:00-04:00,41.31,19.29,40.03,2.725,78.42,17.098,23.65,31.57,43.94,38.27,15.24,35.09,24.06,44.55,43.385,21.53,28.11,22.63,41.31,20.87,27.69,15.065,19.28,31.59,50.24,23.91,19.46,7.968,7.403,42.04,34.91,44.41,26.61
2008-06-30 00:00:00-04:00,40.73,19.09,39.56,2.729,10.23,17.04,23.26,27.22,44.43,38.25,15.34,35.77,23.39,44.15,43.575,21.48,26.53,22.15,39.98,20.7,27.5,14.915,18.66,31.29,50.38,23.91,19.09,7.865,7.26,42.59,34.61,44.52,26.95
2008-07-01 00:00:00-04:00,40.39,19.29,39.91,11.703,9.594,17.54,23.14,31.05,45.42,38.28,15.39,35.41,23.21,44.0,44.275,21.59,26.44,21.74,41.05,20.62,26.91,14.748,18.73,31.77,50.75,23.81,19.39,7.983,7.308,42.44,34.82,44.15,26.48
2008-07-02 00:00:00-04:00,40.41,18.8,39.62,2.627,70.332,4.377,22.85,30.71,43.62,37.29,15.16,34.48,22.49,43.58,45.0,20.93,25.65,21.87,41.06,20.24,25.89,14.51,18.02,30.84,49.48,23.75,18.82,7.813,7.063,41.85,34.28,43.89,25.98
2008-07-03 00:00:00-04:00,40.37,18.71,39.55,2.677,69.168,4.221,23.1,26.95,43.86,22.54,15.2,34.92,22.52,43.51,44.565,20.64,26.0,22.75,42.47,20.19,25.97,14.63,12.45,31.03,49.23,23.47,17.95,7.8,7.16,41.56,33.29,43.81,26.05
2008-07-07 00:00:00-04:00,39.86,18.84,39.2,11.703,66.802,16.785,22.55,30.07,44.38,37.64,15.02,34.83,22.3,43.93,42.905,20.7,25.76,23.19,43.16,20.06,26.018,14.1,12.1,31.02,48.84,23.68,17.59,7.775,7.123,40.76,33.73,43.28,36.02
2008-07-08 00:00:00-04:00,40.99,18.84,40.79,2.72,68.39,16.705,22.85,29.96,46.37,24.5,15.85,35.79,23.06,43.45,44.605,20.91,25.22,23.34,44.43,20.81,25.84,14.563,12.03,32.13,52.25,24.15,17.67,8.105,7.49,43.53,35.65,46.27,36.54
2008-07-09 00:00:00-04:00,39.99,17.83,39.82,11.64,8.564,16.29,21.56,29.55,44.47,22.7,14.73,34.43,22.36,42.17,44.0,19.82,25.2,21.93,42.2,20.19,25.2,14.238,11.86,31.54,47.63,24.0,17.03,7.9,6.94,40.13,33.91,43.25,36.49
2008-07-10 00:00:00-04:00,40.0,18.37,38.56,2.666,61.9,16.205,22.13,29.6,45.15,23.25,15.19,34.24,21.88,41.48,44.19,20.68,25.78,22.04,39.96,19.42,25.45,13.915,11.79,31.96,48.6,24.19,17.06,7.915,6.955,41.26,33.56,44.87,36.97
2008-07-11 00:00:00-04:00,39.02,17.91,37.55,2.625,8.182,15.81,21.81,29.24,44.22,39.31,15.15,34.89,21.59,41.65,42.495,20.65,25.27,21.77,39.13,18.89,25.25,14.09,11.68,31.33,48.7,24.27,17.04,7.843,7.145,42.0,33.02,45.44,36.62
2008-07-14 00:00:00-04:00,39.25,17.76,37.29,11.323,59.218,3.888,21.28,25.38,44.34,38.45,14.59,35.02,21.5,41.77,41.875,20.46,24.8,21.72,38.31,18.99,25.11,13.96,11.14,30.66,46.97,23.9,17.11,8.073,7.065,40.56,33.74,44.14,34.49
2008-07-15 00:00:00-04:00,38.72,18.06,37.19,11.05,8.238,15.84,21.03,29.43,44.56,37.52,14.26,37.0,21.45,41.63,41.95,20.74,24.45,21.93,38.25,18.28,26.14,14.41,11.25,30.72,46.45,23.93,17.26,8.153,7.203,39.82,33.91,44.01,34.68
2008-07-16 00:00:00-04:00,39.03,18.32,38.93,2.621,8.838,16.75,21.09,30.43,46.0,40.71,14.86,36.34,22.68,42.35,42.035,20.92,25.71,22.62,40.29,19.31,27.28,14.545,11.33,32.03,49.35,24.22,14.61,8.538,7.495,40.91,32.06,46.87,35.28
2008-07-17 00:00:00-04:00,39.5,18.65,39.4,2.881,8.938,17.43,21.56,31.17,47.93,41.21,15.25,37.98,23.38,43.24,42.305,21.99,26.41,23.18,42.7,20.1,27.57,14.645,11.36,32.7,50.6,24.54,15.26,8.818,7.695,41.59,32.48,47.09,35.56
2008-07-18 00:00:00-04:00,39.4,18.28,39.0,12.613,8.882,4.42,21.67,30.92,48.46,41.21,15.07,37.92,23.4,43.43,43.12,22.12,26.52,22.56,42.95,19.93,25.89,14.535,11.56,32.96,49.77,24.51,14.85,8.635,7.595,43.35,32.45,47.17,35.51
2008-07-21 00:00:00-04:00,39.55,17.8088,38.37,12.575,8.69,17.358,21.83,26.6,48.15,24.88,14.86,37.43,23.12,43.42,42.02,22.09,26.65,23.49,41.55,19.74,25.63,14.373,11.64,33.2,50.59,24.25,14.94,8.538,7.653,44.5,33.17,48.2,35.87
2008-07-22 00:00:00-04:00,40.21,17.39,39.12,2.882,73.256,4.094,21.89,26.53,48.13,43.21,15.62,38.74,23.96,43.5,42.04,22.08,26.9,22.34,42.85,20.6,25.8,14.658,11.38,33.69,51.25,24.1,14.46,8.743,7.868,46.61,33.81,49.39,36.56
2008-07-23 00:00:00-04:00,40.74,17.58,39.75,12.473,78.122,16.163,22.18,31.17,49.07,44.43,15.79,39.89,25.02,44.31,45.97,22.3,26.93,22.9,44.03,21.21,26.43,14.818,11.73,33.7,52.95,24.45,15.14,8.51,8.383,46.57,34.99,49.26,36.75
2008-07-24 00:00:00-04:00,40.2,16.97,38.6,2.598,9.818,15.898,21.76,31.02,47.22,24.6,15.19,39.9,24.03,43.41,45.99,21.67,26.32,22.59,42.65,20.39,25.44,14.543,11.02,32.88,47.82,23.77,14.86,8.21,9.39,44.04,33.49,47.46,36.03
2008-07-25 00:00:00-04:00,40.62,17.02,38.28,2.582,73.79,15.955,22.44,31.11,47.73,25.45,15.26,40.41,23.79,43.73,46.595,22.01,26.56,26.57,42.59,19.99,26.14,14.525,11.56,32.88,49.38,24.01,15.0,8.11,9.54,45.14,31.0,48.75,35.72
2008-07-28 00:00:00-04:00,39.88,16.7,38.81,2.52,70.21,15.693,21.98,26.61,46.05,41.55,14.88,38.21,23.2,43.0,46.675,21.72,26.74,25.49,41.6,19.65,25.5,14.315,11.54,32.34,47.11,23.81,15.0,8.158,9.343,44.38,29.86,48.39,35.07
2008-07-29 00:00:00-04:00,41.32,16.99,40.45,11.188,74.81,3.986,22.41,30.92,47.4,43.74,15.29,39.52,24.34,44.13,47.025,22.22,27.03,25.46,42.37,20.71,26.1,14.765,11.64,33.0,50.4,24.02,15.12,8.51,9.92,45.07,29.39,49.65,35.94
2008-07-30 00:00:00-04:00,41.92,17.2,40.37,11.483,74.656,16.215,22.16,31.64,44.29,43.25,14.03,39.63,23.72,45.01,46.51,22.23,27.84,25.99,42.03,20.51,26.23,14.893,11.47,32.83,50.56,24.31,14.97,8.523,9.505,44.81,29.01,48.94,35.8
2008-07-31 00:00:00-04:00,41.8,17.32,39.74,11.155,72.044,15.975,22.0,30.34,43.18,43.24,14.13,38.75,23.82,44.79,46.62,22.19,29.02,26.02,41.93,20.32,25.74,14.665,11.44,32.95,48.96,24.02,15.01,8.415,9.488,44.9,28.75,49.83,35.54
2008-08-01 00:00:00-04:00,41.6,17.535,39.77,2.553,66.536,16.073,22.0,30.07,42.9,44.04,14.2,38.78,23.9,43.94,46.37,22.37,28.49,26.17,42.12,20.3,25.44,14.858,10.85,32.76,49.37,23.66,14.99,8.523,9.688,45.53,28.6,50.5,25.49
2008-08-04 00:00:00-04:00,41.39,17.88,39.79,2.553,8.604,16.23,22.01,26.49,41.8,44.08,13.96,38.05,23.88,43.95,44.375,22.54,28.03,25.02,41.57,20.43,25.24,14.925,10.58,32.66,48.13,23.84,14.79,8.37,9.595,44.08,28.07,50.42,25.72
2008-08-05 00:00:00-04:00,41.29,18.06,41.19,2.601,9.038,4.271,22.55,27.31,43.71,27.93,14.5,40.1,24.89,44.96,43.92,22.99,28.75,25.97,44.54,21.44,26.19,15.378,11.18,33.66,49.42,24.45,14.69,8.838,10.16,46.62,29.02,51.47,25.88
2008-08-06 00:00:00-04:00,41.27,17.94,41.42,2.585,9.15,17.15,23.97,31.42,45.48,45.96,14.36,39.95,24.91,45.17,44.609,22.8,28.62,26.32,44.89,21.23,26.99,15.555,11.48,33.98,48.94,24.9,15.03,8.623,10.038,46.06,29.05,50.84,25.25
2008-08-07 00:00:00-04:00,41.69,18.49,40.38,11.13,65.708,16.925,23.6101,26.97,45.98,43.73,13.92,38.72,24.49,45.51,43.925,23.68,28.3,25.82,44.17,20.95,27.43,15.225,11.34,33.22,46.81,24.43,14.91,8.773,9.913,45.42,29.02,50.21,35.01
2008-08-08 00:00:00-04:00,41.75,18.76,42.77,2.568,68.428,4.352,24.21,27.94,46.65,27.17,14.47,40.75,26.35,45.8,44.725,24.2,28.88,26.77,46.77,22.76,28.07,15.723,10.99,34.5,49.28,24.5,15.05,9.205,10.453,47.12,29.07,52.34,36.01
2008-08-11 00:00:00-04:00,41.68,18.52,44.42,2.614,9.35,4.395,24.61,32.79,47.52,47.09,15.05,40.66,27.42,45.75,44.42,24.39,29.09,26.44,51.0,23.82,27.9,15.8,11.24,34.86,51.44,24.43,15.5,9.238,10.58,48.0,29.07,53.78,36.11
2008-08-12 00:00:00-04:00,41.02,18.47,44.97,2.545,67.548,17.53,24.5,32.17,48.54,26.99,15.15,40.35,27.51,45.73,45.15,24.54,28.87,25.9,49.21,24.07,28.14,15.5,11.0501,34.83,50.2,24.73,16.11,9.043,10.538,45.63,29.41,52.47,35.38
2008-08-13 00:00:00-04:00,40.75,19.32,45.38,2.518,67.696,17.298,24.31,31.77,48.46,44.68,15.06,39.39,26.55,45.58,45.3,24.12,29.1,26.12,47.55,23.1,27.91,15.478,12.28,34.7,48.5,24.65,15.8,8.95,10.0,45.54,28.77,52.9,35.2
2008-08-14 00:00:00-04:00,40.94,19.109,45.8,2.554,68.774,16.845,24.67,32.36,48.6,27.15,15.18,39.51,27.19,45.5,46.875,24.34,29.65,26.99,48.31,23.81,27.92,15.488,12.99,35.01,48.57,24.55,16.11,9.008,10.15,46.12,28.88,53.23,34.61
2008-08-15 00:00:00-04:00,40.99,19.29,46.84,2.597,71.52,16.553,24.9,28.35,48.24,44.95,15.31,39.62,27.67,45.61,47.045,24.25,30.05,26.97,51.7,24.49,27.8,15.575,12.95,35.0,48.48,24.1,16.73,8.993,10.56,45.7,29.45,52.5,34.78
2008-08-18 00:00:00-04:00,40.83,18.78,46.03,2.539,67.342,16.133,24.52,32.1,47.76,44.06,14.96,38.53,26.92,44.62,46.41,24.04,29.29,26.44,50.75,24.58,27.71,15.425,13.25,35.1,46.84,23.88,16.09,8.908,10.588,45.25,28.46,51.82,34.99
2008-08-19 00:00:00-04:00,40.38,18.44,44.79,2.518,8.986,16.343,24.25,31.75,46.43,42.63,14.93,37.3,26.04,43.74,46.285,23.63,28.66,25.76,48.84,23.87,27.34,15.268,13.42,34.42,45.93,23.32,15.93,8.695,10.203,44.04,27.81,51.05,34.44
2008-08-20 00:00:00-04:00,40.22,18.46,44.21,2.541,68.398,16.325,24.23,31.82,47.06,25.27,15.04,36.99,25.97,46.2,47.005,23.4,28.7,25.66,47.74,24.32,27.3,15.17,14.1,34.52,45.48,24.15,15.93,8.72,10.348,44.14,28.54,51.27,34.64
2008-08-21 00:00:00-04:00,40.05,18.35,44.35,2.58,9.134,3.313,24.24,31.83,46.94,41.37,14.92,36.29,26.59,46.5,45.99,23.06,28.52,25.54,47.93,24.55,27.18,15.143,13.58,34.5,43.93,21.28,16.34,8.81,10.163,43.27,28.7,50.5,34.66
2008-08-22 00:00:00-04:00,40.47,18.49,45.08,2.6,71.5,14.0,24.71,32.18,47.75,42.7,15.34,36.67,27.09,47.03,45.63,23.5,28.79,25.85,49.76,24.85,27.82,15.268,13.58,35.0,44.83,21.94,16.21,8.993,10.438,44.72,28.84,51.94,35.2
2008-08-25 00:00:00-04:00,39.24,18.12,44.2,2.55,68.204,3.533,24.24,27.57,46.82,41.45,15.05,35.93,26.57,46.87,44.985,22.98,28.24,25.44,48.14,24.14,27.67,14.933,13.42,34.09,43.11,21.18,15.65,8.895,10.228,43.4,27.94,50.37,34.74
2008-08-26 00:00:00-04:00,39.68,18.2,44.2,11.17,64.48,14.16,24.1,31.68,47.24,41.97,15.27,35.65,27.03,46.84,42.855,23.18,28.17,25.11,48.4,24.54,27.29,14.705,13.08,34.15,44.13,21.23,15.65,8.91,10.32,44.11,27.51,50.49,34.84
2008-08-27 00:00:00-04:00,40.68,18.29,44.28,11.27,66.098,3.563,24.36,27.7,48.04,24.92,15.32,36.19,27.17,46.8,42.56,23.4,28.53,25.29,48.26,24.6,27.57,14.913,13.19,34.78,44.14,21.55,15.7,8.955,10.458,44.74,28.23,50.61,34.9
2008-08-28 00:00:00-04:00,41.44,18.48,45.42,11.5,9.198,14.433,24.65,32.54,48.85,42.91,15.93,36.79,27.4,47.23,42.785,23.56,29.3,25.98,49.83,24.9,27.92,15.308,13.13,34.89,46.08,21.7,15.38,9.133,10.733,45.92,28.19,52.21,35.27
2008-08-29 00:00:00-04:00,41.42,17.96,44.8,2.631,67.08,13.993,24.09,28.22,48.81,42.13,15.76,37.4,27.13,47.06,43.065,22.9,28.96,25.72,49.1,24.66,27.32,15.148,12.65,34.09,45.48,21.53,14.93,9.065,10.65,45.35,27.31,51.74,35.18
2008-09-02 00:00:00-04:00,41.97,17.8,45.86,11.435,67.68,3.448,23.74,32.45,48.97,42.41,15.81,38.03,28.08,46.0,43.475,22.57,28.62,24.99,51.03,26.34,27.09,15.285,12.32,35.14,46.4,21.21,14.96,9.083,11.105,45.2,26.35,51.75,35.39
2008-09-03 00:00:00-04:00,40.0,17.11,45.97,11.35,9.286,13.478,23.33,28.36,47.52,43.8,16.1,38.36,29.35,45.11,42.36,21.55,27.85,25.21,52.42,26.7,26.93,15.49,11.66,34.86,48.31,21.2,14.74,9.188,11.285,45.65,25.95,50.04,35.01
2008-09-04 00:00:00-04:00,38.95,16.75,45.0,2.487,65.578,13.49,22.29,31.53,46.0,41.65,15.61,37.16,28.59,44.41,41.205,20.51,27.23,23.6,50.74,25.79,26.35,14.923,11.5,33.99,47.31,20.56,14.72,8.518,11.255,43.92,26.19,48.03,34.28
2008-09-05 00:00:00-04:00,38.96,17.18,44.95,2.521,65.786,13.64,22.26,31.34,46.48,42.33,15.49,37.04,28.6,44.91,41.905,20.61,27.04,24.15,51.07,25.72,25.64,14.715,11.68,33.31,47.14,20.67,14.73,8.588,10.883,43.76,25.72,48.12,34.87
2008-09-08 00:00:00-04:00,39.6,17.35,46.98,11.005,9.4,3.425,23.41,32.96,45.94,26.63,16.23,38.12,30.18,45.78,41.8,20.97,28.43,24.96,53.81,27.37,26.13,15.105,11.18,33.75,49.94,20.79,14.58,8.758,11.053,44.81,25.47,49.14,35.35
2008-09-09 00:00:00-04:00,38.29,16.9,44.76,10.485,65.25,3.242,22.97,32.44,44.21,41.98,15.77,37.73,29.15,46.04,41.085,20.34,27.61,24.76,52.63,25.64,26.1,15.08,10.83,32.95,46.91,20.25,14.13,8.548,10.913,43.05,23.61,47.01,34.44
2008-09-10 00:00:00-04:00,38.23,16.35,45.22,10.743,66.446,3.506,22.98,32.78,45.6,42.43,15.69,38.41,29.07,46.83,41.29,20.16,26.94,25.29,52.46,25.2,26.46,14.97,10.8,33.09,47.19,20.81,14.36,8.635,11.035,44.13,24.49,47.9,34.76
2008-09-11 00:00:00-04:00,36.66,16.63,46.0,2.538,68.09,14.495,23.07,32.95,45.56,25.54,15.57,38.34,29.51,47.23,41.66,20.16,26.93,25.85,52.51,25.3,27.33,15.245,10.31,34.03,47.62,20.73,14.0,8.755,11.145,44.37,23.8,48.71,34.99
2008-09-12 00:00:00-04:00,36.82,16.26,44.49,2.586,70.068,14.3,23.5,33.28,44.87,42.8,15.84,37.88,28.85,46.99,40.705,20.13,26.46,25.81,51.27,25.44,27.65,15.473,10.2,34.01,47.37,20.61,13.54,8.505,10.89,45.44,24.06,49.09,35.32
2008-09-15 00:00:00-04:00,36.26,16.34,43.71,11.04,9.024,13.795,22.37,32.39,43.13,24.11,14.97,37.48,28.51,45.37,40.37,19.33,24.94,25.16,50.15,24.53,26.75,15.153,9.29,33.17,44.24,20.06,13.19,8.313,10.68,44.4,22.71,47.29,25.05
2008-09-16 00:00:00-04:00,36.65,16.54,42.4,2.538,9.224,14.043,22.8,32.55,42.96,25.15,16.02,38.04,27.6,48.28,41.7,19.51,25.61,25.4,51.47,24.42,25.99,15.268,9.59,32.59,47.96,20.27,12.18,8.533,10.95,45.3,22.73,48.94,24.89
2008-09-17 00:00:00-04:00,35.26,15.71,39.78,2.387,8.618,13.343,21.83,28.08,41.04,39.5,14.91,36.69,25.57,45.86,39.935,18.58,25.55,24.26,49.0,22.64,24.59,14.91,10.01,31.74,47.62,19.65,11.92,8.09,10.433,43.81,20.82,47.08,24.38
2008-09-18 00:00:00-04:00,35.99,15.83,41.26,2.416,70.55,13.813,22.73,29.17,43.72,29.53,17.41,36.89,26.77,47.04,40.1,19.33,26.29,25.87,51.04,24.04,25.08,16.203,10.9,32.06,50.45,20.1,12.11,8.233,11.33,48.77,22.71,50.19,24.55
2008-09-19 00:00:00-04:00,38.93,15.89,41.51,2.424,10.85,3.484,24.29,30.0,43.42,47.78,17.47,36.42,27.38,48.3,42.0,19.22,27.32,26.86,49.84,25.49,25.16,15.935,11.41,32.89,47.01,21.2,12.85,8.137,11.255,51.27,23.91,52.16,25.14
2008-09-22 00:00:00-04:00,37.12,15.49,39.26,2.364,79.654,13.093,23.06,32.84,40.8,43.35,15.91,36.26,25.62,47.07,82.86,18.49,25.97,25.44,46.84,23.78,25.36,15.778,11.17,31.52,42.39,20.26,12.29,7.868,10.865,46.52,21.84,49.52,24.78
2008-09-23 00:00:00-04:00,37.27,15.56,37.87,2.356,74.515,3.261,22.71,32.49,40.06,43.04,15.7,36.29,25.25,46.81,40.53,18.62,25.36,24.23,46.46,23.62,25.49,15.17,10.85,31.48,43.75,20.25,12.13,7.968,10.933,46.52,21.17,49.58,33.01
